Date,NSEI_OPEN,NSEI_HIGH,NSEI_LOW,NSEI_CLOSE,NSEI_ADJ_CLOSE,NSEI_VOLUME,NSEI_DAILY_RETURNS,DJI_OPEN,DJI_HIGH,DJI_LOW,DJI_CLOSE,DJI_ADJ_CLOSE,DJI_VOLUME,DJI_DAILY_RETURNS,IXIC_OPEN,IXIC_HIGH,IXIC_LOW,IXIC_CLOSE,IXIC_ADJ_CLOSE,IXIC_VOLUME,IXIC_DAILY_RETURNS,HSI_OPEN,HSI_HIGH,HSI_LOW,HSI_CLOSE,HSI_ADJ_CLOSE,HSI_VOLUME,HSI_DAILY_RETURNS,N225_OPEN,N225_HIGH,N225_LOW,N225_CLOSE,N225_ADJ_CLOSE,N225_VOLUME,N225_DAILY_RETURNS,GDAXI_OPEN,GDAXI_HIGH,GDAXI_LOW,GDAXI_CLOSE,GDAXI_ADJ_CLOSE,GDAXI_VOLUME,GDAXI_DAILY_RETURNS,VIX_OPEN,VIX_HIGH,VIX_LOW,VIX_CLOSE,VIX_ADJ_CLOSE,VIX_VOLUME,VIX_DAILY_RETURNS,MONTH,QUARTER,YEAR
2018-01-02,10477.5498046875,10495.2001953125,10404.650390625,10442.2001953125,10442.2001953125,153400.0,-0.8403999578242116,24809.349609375,24864.189453125,24741.69921875,24824.009765625,24824.009765625,341130000.0,0.42391733848936575,6937.64990234375,7006.91015625,6924.080078125,7006.89990234375,7006.89990234375,1929700000.0,1.4994048369718627,30028.2890625,30515.310546875,30028.2890625,30515.310546875,30515.310546875,2442333400.0,1.9925704723112947,22831.490234375,22881.2109375,22753.19921875,22764.939453125,22764.939453125,46500000.0,-0.08357194499493126,12897.6904296875,12924.16015625,12745.150390625,12871.3896484375,12871.3896484375,86049300.0,-0.3580375460124685,10.949999809265137,11.069999694824219,9.520000457763672,9.770000457763672,9.770000457763672,0.0,-11.503618736210486,1,1,2018
2018-01-03,10482.650390625,10503.599609375,10429.5498046875,10443.2001953125,10443.2001953125,167300.0,0.009576525840304662,24850.44921875,24941.919921875,24825.55078125,24922.6796875,24922.6796875,456790000.0,0.3974777757767223,7017.06982421875,7069.14990234375,7016.7001953125,7065.52978515625,7065.52978515625,2173130000.0,0.8367449746625955,30658.73046875,30724.3203125,30456.759765625,30560.94921875,30560.94921875,2309467700.0,0.1495599128997771,22831.490234375,22881.2109375,22753.19921875,22764.939453125,22764.939453125,46500000.0,-0.08357194499493126,12916.1796875,13023.58984375,12893.0498046875,12978.2099609375,12978.2099609375,84809300.0,0.8299050484651183,9.5600004196167,9.649999618530273,8.9399995803833,9.149999618530273,9.149999618530273,0.0,-6.345965303826762,1,1,2018
2018-01-04,10469.400390625,10513.0,10441.4501953125,10504.7998046875,10504.7998046875,174900.0,0.5898537634340117,24964.859375,25105.9609375,24963.26953125,25075.130859375,25075.130859375,403280000.0,0.6116965502367844,7089.5,7098.0498046875,7072.3798828125,7077.91015625,7077.91015625,2103220000.0,0.17522212021183758,30691.7109375,30796.9296875,30560.4296875,30736.48046875,30736.48046875,2995571100.0,0.5743645223307059,23073.73046875,23506.330078125,23065.19921875,23506.330078125,23506.330078125,102200000.0,3.256721268802787,13065.98046875,13208.349609375,13062.669921875,13167.8896484375,13167.8896484375,101199400.0,1.4615242631372816,9.010000228881836,9.3100004196167,8.920000076293945,9.220000267028809,9.220000267028809,0.0,0.7650344417148736,1,1,2018
2018-01-05,10534.25,10566.099609375,10520.099609375,10558.849609375,10558.849609375,180900.0,0.5145248428569005,25114.919921875,25299.7890625,25112.009765625,25295.869140625,25295.869140625,358020000.0,0.8803075943568661,7105.740234375,7137.0400390625,7097.080078125,7136.56005859375,7136.56005859375,2024000000.0,0.8286330434974509,30893.859375,30911.009765625,30638.529296875,30814.640625,30814.640625,2263930100.0,0.2542911714614293,23643.0,23730.470703125,23520.51953125,23714.529296875,23714.529296875,101900000.0,0.885715541550014,13219.1103515625,13332.7998046875,13219.1103515625,13319.6396484375,13319.6396484375,112555000.0,1.1524246029659402,9.100000381469727,9.539999961853027,9.0,9.220000267028809,9.220000267028809,0.0,0.0,1,1,2018
2018-01-08,10591.7001953125,10631.2001953125,10588.5498046875,10623.599609375,10623.599609375,169000.0,0.6132296831134809,25308.400390625,25311.990234375,25235.41015625,25283.0,25283.0,341390000.0,-0.050874475011941644,7135.3798828125,7161.35009765625,7124.08984375,7157.39013671875,7157.39013671875,2055010000.0,0.2918784113631334,30895.08984375,30929.150390625,30732.5390625,30899.529296875,30899.529296875,2004162500.0,0.275481622219953,23643.0,23730.470703125,23520.51953125,23714.529296875,23714.529296875,101900000.0,0.885715541550014,13399.6201171875,13407.8203125,13334.16015625,13367.7802734375,13367.7802734375,95005300.0,0.36142588140999354,9.609999656677246,9.890000343322754,9.319999694824219,9.520000457763672,9.520000457763672,0.0,3.253798069916325,1,1,2018
2018-01-09,10645.099609375,10659.150390625,10603.599609375,10637.0,10637.0,205000.0,0.12613794869653638,25312.05078125,25439.779296875,25308.41015625,25385.80078125,25385.80078125,333490000.0,0.4066004083771668,7174.18994140625,7181.14013671875,7148.2998046875,7163.580078125,7163.580078125,2155810000.0,0.08648321927422487,30933.509765625,31056.69921875,30852.4296875,31011.41015625,31011.41015625,2004940800.0,0.36207949415694163,23948.970703125,23952.609375,23789.029296875,23849.990234375,23849.990234375,94100000.0,0.5712149535173294,13383.259765625,13425.01953125,13361.2197265625,13385.58984375,13385.58984375,94770400.0,0.13322758115563715,9.40999984741211,10.09000015258789,9.369999885559082,10.079999923706055,10.079999923706055,0.0,5.882347048478298,1,1,2018
2018-01-10,10652.0498046875,10655.5,10592.7001953125,10632.2001953125,10632.2001953125,176400.0,-0.04512366915013777,25348.130859375,25404.919921875,25256.990234375,25369.130859375,25369.130859375,341470000.0,-0.0656663227551646,7129.830078125,7154.240234375,7111.52001953125,7153.56982421875,7153.56982421875,2132430000.0,-0.13973814485326308,31009.240234375,31267.5703125,30928.580078125,31073.720703125,31073.720703125,2595365800.0,0.20092780870346605,23832.810546875,23864.759765625,23755.44921875,23788.19921875,23788.19921875,88800000.0,-0.2590819326036442,13355.2802734375,13377.8798828125,13227.5703125,13281.33984375,13281.33984375,120334900.0,-0.7788226086180017,10.109999656677246,10.850000381469727,9.819999694824219,9.819999694824219,9.819999694824219,0.0,-2.5793673695410413,1,1,2018
2018-01-11,10637.0498046875,10664.599609375,10612.349609375,10651.2001953125,10651.2001953125,153800.0,0.17870242895141608,25398.599609375,25575.419921875,25396.189453125,25574.73046875,25574.73046875,346830000.0,0.8104322158873689,7168.72998046875,7211.77978515625,7163.22998046875,7211.77978515625,7211.77978515625,2015170000.0,0.81371905730796,31066.2109375,31133.1796875,30950.0703125,31120.390625,31120.390625,1794778900.0,0.1501909678627733,23656.390625,23734.970703125,23601.83984375,23710.4296875,23710.4296875,83700000.0,-0.3269248358602206,13281.2001953125,13298.650390625,13151.83984375,13202.900390625,13202.900390625,110577300.0,-0.5905989459483063,9.6899995803833,10.020000457763672,9.619999885559082,9.880000114440918,9.880000114440918,0.0,0.6110022554106864,1,1,2018
2018-01-12,10682.5498046875,10690.400390625,10597.099609375,10681.25,10681.25,175200.0,0.282125996474325,25638.390625,25810.4296875,25633.080078125,25803.189453125,25803.189453125,376390000.0,0.8932996758427514,7208.169921875,7265.259765625,7205.18017578125,7261.06005859375,7261.06005859375,1986600000.0,0.683330258349435,31298.05078125,31412.5390625,31198.359375,31412.5390625,31412.5390625,2327417400.0,0.938768542530144,23719.66015625,23743.05078125,23588.0703125,23653.8203125,23653.8203125,93700000.0,-0.2387530540192806,13241.2802734375,13265.1396484375,13168.009765625,13245.0302734375,13245.0302734375,87893300.0,0.31909566508898646,9.739999771118164,10.3100004196167,9.539999961853027,10.15999984741211,10.15999984741211,0.0,2.83400536161873,1,1,2018
2018-01-15,10718.5,10782.650390625,10713.7998046875,10741.5498046875,10741.5498046875,175900.0,0.5645388385020489,25638.390625,25810.4296875,25633.080078125,25803.189453125,25803.189453125,376390000.0,0.8932996758427514,7208.169921875,7265.259765625,7205.18017578125,7261.06005859375,7261.06005859375,1986600000.0,0.683330258349435,31702.560546875,31733.1796875,31265.25,31338.869140625,31338.869140625,2664144600.0,-0.23452393239662417,23827.98046875,23833.26953125,23685.01953125,23714.880859375,23714.880859375,75400000.0,0.2581424314056058,13244.3701171875,13250.3701171875,13173.7099609375,13200.509765625,13200.509765625,58326200.0,-0.33612990603565374,9.739999771118164,10.3100004196167,9.539999961853027,10.15999984741211,10.15999984741211,0.0,2.83400536161873,1,1,2018
2018-01-16,10761.5,10762.349609375,10687.849609375,10700.4501953125,10700.4501953125,211000.0,-0.3826227138756466,25987.619140625,26086.119140625,25702.990234375,25792.859375,25792.859375,606520000.0,-0.04003411339426055,7307.18994140625,7330.330078125,7205.93017578125,7223.68994140625,7223.68994140625,2399790000.0,-0.5146647581198649,31423.619140625,31904.75,31423.619140625,31904.75,31904.75,3097059200.0,1.8056837240544965,23721.169921875,23962.0703125,23701.830078125,23951.810546875,23951.810546875,68500000.0,0.9990760185764724,13228.599609375,13351.08984375,13196.5595703125,13246.330078125,13246.330078125,85801600.0,0.3471101746337135,10.420000076293945,12.40999984741211,10.399999618530273,11.65999984741211,11.65999984741211,0.0,14.763779749288775,1,1,2018
2018-01-17,10702.4501953125,10803.0,10666.75,10788.5498046875,10788.5498046875,252700.0,0.8233261943837888,25910.779296875,26130.44921875,25865.01953125,26115.650390625,26115.650390625,522720000.0,1.2514743361019764,7257.77001953125,7309.35986328125,7229.31982421875,7298.27978515625,7298.27978515625,2245910000.0,1.0325726097745402,31825.51953125,31983.41015625,31642.26953125,31983.41015625,31983.41015625,3999243800.0,0.24654685039060542,23783.419921875,23891.630859375,23739.169921875,23868.33984375,23868.33984375,82200000.0,-0.34849433599870583,13200.919921875,13251.4404296875,13137.509765625,13183.9599609375,13183.9599609375,88144100.0,-0.4708482788791324,11.350000381469727,12.8100004196167,11.180000305175781,11.90999984741211,11.90999984741211,0.0,2.1440823608199766,1,1,2018
2018-01-18,10873.400390625,10887.5,10782.400390625,10817.0,10817.0,312000.0,0.2637073177355065,26149.55078125,26153.419921875,25947.3203125,26017.810546875,26017.810546875,492780000.0,-0.37464065526441326,7293.64990234375,7313.89013671875,7276.10986328125,7296.0498046875,7296.0498046875,2037410000.0,-0.030554877784838563,32148.44921875,32233.810546875,31869.69921875,32121.939453125,32121.939453125,3741499700.0,0.4331286007284385,24078.9296875,24084.419921875,23699.470703125,23763.369140625,23763.369140625,99400000.0,-0.4397905502107502,13250.25,13293.2900390625,13201.33984375,13281.4296875,13281.4296875,89644100.0,0.7393053896651125,12.010000228881836,12.399999618530273,11.619999885559082,12.220000267028809,12.220000267028809,0.0,2.6028583004898964,1,1,2018
2018-01-19,10829.2001953125,10906.849609375,10793.900390625,10894.7001953125,10894.7001953125,207600.0,0.7183155709762357,25987.349609375,26071.720703125,25942.830078125,26071.720703125,26071.720703125,585000000.0,0.20720481515104083,7312.0,7336.3798828125,7297.27978515625,7336.3798828125,7336.3798828125,2005470000.0,0.552765937796762,32142.16015625,32254.890625,31986.0,32254.890625,32254.890625,2906627500.0,0.41389521971115784,23854.109375,23872.689453125,23735.609375,23808.060546875,23808.060546875,71800000.0,0.18806847625658651,13297.740234375,13445.4697265625,13294.8095703125,13434.4501953125,13434.4501953125,108147200.0,1.1521388240041563,12.300000190734863,12.329999923706055,11.180000305175781,11.270000457763672,11.270000457763672,0.0,-7.774139022143589,1,1,2018
2018-01-22,10883.2001953125,10975.099609375,10881.400390625,10966.2001953125,10966.2001953125,231600.0,0.6562824007838586,26025.3203125,26215.23046875,25974.650390625,26214.599609375,26214.599609375,431200000.0,0.5480225408861283,7338.0400390625,7408.02978515625,7332.81005859375,7408.02978515625,7408.02978515625,2118310000.0,0.9766383896178787,32276.9609375,32417.23046875,32046.83984375,32393.41015625,32393.41015625,2880231400.0,0.429452801004504,23797.83984375,23816.330078125,23697.810546875,23816.330078125,23816.330078125,65200000.0,0.03473416590871192,13435.1396484375,13470.0498046875,13410.9599609375,13463.6904296875,13463.6904296875,95295700.0,0.21765114277025877,11.59000015258789,11.619999885559082,10.84000015258789,11.029999732971191,11.029999732971191,0.0,-2.129553815831031,1,1,2018
2018-01-23,10997.400390625,11092.900390625,10994.5498046875,11083.7001953125,11083.7001953125,284600.0,1.0714741469905364,26214.869140625,26246.189453125,26143.900390625,26210.810546875,26210.810546875,433490000.0,-0.01445401629801557,7424.9501953125,7465.39013671875,7423.18017578125,7460.2900390625,7460.2900390625,2135840000.0,0.7054541547735882,32606.140625,32930.69921875,32554.23046875,32930.69921875,32930.69921875,3954770600.0,1.6586369261784473,23924.400390625,24129.33984375,23916.01953125,24124.150390625,24124.150390625,73400000.0,1.292475841115115,13577.1396484375,13596.8896484375,13517.8095703125,13559.599609375,13559.599609375,97239000.0,0.7123543146537292,10.770000457763672,11.569999694824219,10.760000228881836,11.100000381469727,11.100000381469727,0.0,0.6346387143536081,1,1,2018
2018-01-24,11069.349609375,11110.099609375,11046.150390625,11086.0,11086.0,283400.0,0.020749430668232094,26282.0703125,26392.80078125,26106.939453125,26252.119140625,26252.119140625,518790000.0,0.15760135947007203,7474.16015625,7486.31982421875,7376.75,7415.06005859375,7415.06005859375,2287320000.0,-0.6062764347220195,32907.23046875,33018.7109375,32728.509765625,32958.69140625,32958.69140625,3897512100.0,0.08500331958958274,24026.4296875,24072.76953125,23917.140625,23940.779296875,23940.779296875,79900000.0,-0.760114204151463,13572.7099609375,13576.83984375,13414.740234375,13414.740234375,13414.740234375,105385100.0,-1.0683160209232545,11.0,12.1899995803833,10.890000343322754,11.470000267028809,11.470000267028809,0.0,3.333332187778648,1,1,2018
2018-01-25,11095.599609375,11095.599609375,11009.2001953125,11069.650390625,11069.650390625,330300.0,-0.1474797886974577,26313.060546875,26458.25,26259.720703125,26392.7890625,26392.7890625,401390000.0,0.5358421585757389,7457.9501953125,7458.52978515625,7388.580078125,7411.16015625,7411.16015625,2081380000.0,-0.05259434600574098,32979.37890625,32998.05078125,32650.220703125,32654.44921875,32654.44921875,3554766400.0,-0.9231015386803487,23750.650390625,23828.400390625,23649.029296875,23669.490234375,23669.490234375,81500000.0,-1.1331672170563412,13374.3798828125,13443.3603515625,13222.4697265625,13298.3603515625,13298.3603515625,106119200.0,-0.8675522654868817,11.270000457763672,12.010000228881836,11.199999809265137,11.579999923706055,11.579999923706055,0.0,0.959020524118448,1,1,2018
2018-01-26,11095.599609375,11095.599609375,11009.2001953125,11069.650390625,11069.650390625,330300.0,-0.1474797886974577,26466.740234375,26616.7109375,26425.349609375,26616.7109375,26616.7109375,477780000.0,0.8484206594071564,7448.330078125,7505.77001953125,7431.22021484375,7505.77001953125,7505.77001953125,2080700000.0,1.2765864086942358,32836.28125,33223.578125,32794.12890625,33154.12109375,33154.12109375,3892652400.0,1.5301800733270143,23757.33984375,23797.9609375,23592.279296875,23631.880859375,23631.880859375,87200000.0,-0.15889389516881014,13297.509765625,13348.6904296875,13268.3095703125,13340.169921875,13340.169921875,75829200.0,0.3143964308922387,11.399999618530273,11.600000381469727,11.079999923706055,11.079999923706055,11.079999923706055,0.0,-4.317789320329979,1,1,2018
2018-01-29,11079.349609375,11171.5498046875,11075.9501953125,11130.400390625,11130.400390625,241700.0,0.5487978197707966,26584.279296875,26608.900390625,26435.33984375,26439.48046875,26439.48046875,421000000.0,-0.6658616429586761,7484.47021484375,7500.60986328125,7455.5498046875,7466.509765625,7466.509765625,2114420000.0,-0.5230676373521703,33335.48046875,33484.078125,32897.0390625,32966.890625,32966.890625,3605090600.0,-0.5647275891300763,23707.140625,23787.23046875,23580.169921875,23629.33984375,23629.33984375,68800000.0,-0.01075248999485856,13358.900390625,13370.01953125,13274.83984375,13324.48046875,13324.48046875,78822500.0,-0.1176105942944039,11.710000038146973,13.84000015258789,11.680000305175781,13.84000015258789,13.84000015258789,0.0,24.90974952966125,1,1,2018
2018-01-30,11120.849609375,11121.099609375,11033.900390625,11049.650390625,11049.650390625,228000.0,-0.7254905229466369,26198.44921875,26256.990234375,26028.419921875,26076.890625,26076.890625,448330000.0,-1.3713954938659345,7388.89013671875,7433.64990234375,7373.990234375,7402.47998046875,7402.47998046875,2183420000.0,-0.8575597858458073,32751.720703125,32976.75,32501.349609375,32607.2890625,32607.2890625,3177122400.0,-1.0907961159894786,23559.330078125,23581.98046875,23233.369140625,23291.970703125,23291.970703125,88800000.0,-1.4277552519700865,13223.9697265625,13309.8603515625,13171.91015625,13197.7099609375,13197.7099609375,115152700.0,-0.9514105117255145,13.930000305175781,15.420000076293945,13.880000114440918,14.789999961853027,14.789999961853027,0.0,6.864160395890595,1,1,2018
2018-01-31,11018.7998046875,11058.5,10979.2998046875,11027.7001953125,11027.7001953125,245900.0,-0.1986505865481769,26268.169921875,26338.029296875,26050.98046875,26149.390625,26149.390625,479130000.0,0.27802394481224457,7443.25,7453.990234375,7381.1201171875,7411.47998046875,7411.47998046875,2428990000.0,0.12158087591922495,32435.759765625,32933.98046875,32330.390625,32887.26953125,32887.26953125,3314255500.0,0.8586438087917925,23205.23046875,23375.380859375,23092.849609375,23098.2890625,23098.2890625,99800000.0,-0.831538228746842,13210.759765625,13268.41015625,13159.349609375,13189.48046875,13189.48046875,111852500.0,-0.06235545569540646,14.229999542236328,14.4399995803833,13.40999984741211,13.539999961853027,13.539999961853027,0.0,-8.451656546477693,1,1,2018
2018-02-01,11044.5498046875,11117.349609375,10878.7998046875,11016.900390625,11016.900390625,306200.0,-0.0979334267002474,26083.0390625,26306.69921875,26014.439453125,26186.7109375,26186.7109375,410620000.0,0.14271962599510246,7377.169921875,7441.08984375,7362.27978515625,7385.85986328125,7385.85986328125,2311180000.0,-0.345681527239039,32950.30078125,33048.0390625,32642.08984375,32642.08984375,32642.08984375,2769125200.0,-0.7455154866749525,23276.099609375,23492.76953125,23211.119140625,23486.109375,23486.109375,101800000.0,1.6790001694524825,13235.150390625,13301.41015625,12971.7802734375,13003.900390625,13003.900390625,122880100.0,-1.4070309938643666,13.050000190734863,14.300000190734863,12.5,13.470000267028809,13.470000267028809,0.0,-0.5169844536294876,2,1,2018
2018-02-02,10938.2001953125,10954.9501953125,10736.099609375,10760.599609375,10760.599609375,282700.0,-2.326432772943132,26061.7890625,26061.7890625,25490.66015625,25520.9609375,25520.9609375,522880000.0,-2.5423200400728097,7347.58984375,7364.43017578125,7238.18017578125,7240.9501953125,7240.9501953125,2607160000.0,-1.9619877800439611,32569.009765625,32778.51171875,32321.419921875,32601.779296875,32601.779296875,2571367100.0,-0.1234925431182754,23361.669921875,23367.9609375,23122.44921875,23274.529296875,23274.529296875,98600000.0,-0.9008732555346843,12954.58984375,12954.58984375,12782.0703125,12785.16015625,12785.16015625,140869300.0,-1.6821125032047912,13.640000343322754,17.860000610351562,13.640000343322754,17.309999465942383,17.309999465942383,0.0,28.50778858789582,2,1,2018
2018-02-05,10604.2998046875,10702.75,10586.7998046875,10666.5498046875,10666.5498046875,240100.0,-0.8740201113473289,25337.869140625,25520.529296875,23923.880859375,24345.75,24345.75,714450000.0,-4.6048851388396095,7165.9599609375,7277.35986328125,6967.52978515625,6967.52978515625,6967.52978515625,3143210000.0,-3.776029426818206,31715.560546875,32394.869140625,31712.01953125,32245.220703125,32245.220703125,3135015100.0,-1.0936783250482862,22921.16015625,22967.689453125,22659.4296875,22682.080078125,22682.080078125,107600000.0,-2.545483138211291,12687.7900390625,12752.599609375,12622.4404296875,12687.490234375,12687.490234375,113937900.0,-0.7639319389147747,18.440000534057617,38.79999923706055,16.799999237060547,37.31999969482422,37.31999969482422,0.0,115.59792516603906,2,1,2018
2018-02-06,10295.150390625,10594.150390625,10276.2998046875,10498.25,10498.25,266500.0,-1.5778279553294694,24085.169921875,24946.23046875,23778.740234375,24912.76953125,24912.76953125,823940000.0,2.3290288089296896,6837.56005859375,7126.5498046875,6824.81982421875,7115.8798828125,7115.8798828125,3148270000.0,2.1291634514759794,31028.6796875,31286.029296875,30577.830078125,30595.419921875,30595.419921875,5531270100.0,-5.116419566295949,22267.0,22277.44921875,21078.7109375,21610.240234375,21610.240234375,190100000.0,-4.725491842274643,12232.8603515625,12550.16015625,12232.8603515625,12392.66015625,12392.66015625,204856800.0,-2.3237856556232006,37.31999969482422,50.29999923706055,22.420000076293945,29.979999542236328,29.979999542236328,0.0,-19.667739047719902,2,1,2018
