Date,DJI_OPEN,DJI_HIGH,DJI_LOW,DJI_CLOSE,DJI_ADJ_CLOSE,DJI_VOLUME,DJI_DAILY_RETURNS
2018-02-07,24892.869140625,25293.9609375,24785.439453125,24893.349609375,24893.349609375,504620000,-0.07795167795632274
2018-02-08,24902.30078125,24903.6796875,23849.23046875,23860.4609375,23860.4609375,657500000,-4.1492554761935585
2018-02-09,23992.669921875,24382.140625,23360.2890625,24190.900390625,24190.900390625,735030000,1.3848829408222851
2018-02-12,24337.759765625,24765.16015625,24290.48046875,24601.26953125,24601.26953125,496610000,1.6963781173851444
2018-02-13,24540.330078125,24705.720703125,24421.029296875,24640.44921875,24640.44921875,374410000,0.15925880349481059
2018-02-14,24535.8203125,24925.94921875,24490.359375,24893.490234375,24893.490234375,431160000,1.0269334514910078
2018-02-15,25047.8203125,25203.94921875,24809.419921875,25200.369140625,25200.369140625,416780000,1.2327676969388301
2018-02-16,25165.939453125,25432.419921875,25149.259765625,25219.380859375,25219.380859375,406730000,0.07544222326232308
2018-02-20,25124.91015625,25179.009765625,24884.189453125,24964.75,24964.75,421510000,-1.0096634044857722
2018-02-21,24988.060546875,25267.990234375,24792.990234375,24797.779296875,24797.779296875,456070000,-0.6688258569583105
2018-02-22,24855.41015625,25156.720703125,24854.830078125,24962.48046875,24962.48046875,378900000,0.6641771019220144
2018-02-23,25050.509765625,25313.91015625,25028.73046875,25309.990234375,25309.990234375,335420000,1.3921283426141962
2018-02-26,25403.349609375,25732.80078125,25398.560546875,25709.26953125,25709.26953125,473360000,1.5775561079937273
2018-02-27,25735.779296875,25800.349609375,25407.830078125,25410.029296875,25410.029296875,438390000,-1.1639390765702973
2018-02-28,25485.150390625,25576.150390625,25022.419921875,25029.19921875,25029.19921875,451870000,-1.4987392327478921
2018-03-01,25024.0390625,25185.349609375,24442.560546875,24608.98046875,24608.98046875,506280000,-1.6789140808196712
2018-03-02,24394.91015625,24592.4609375,24217.759765625,24538.060546875,24538.060546875,437130000,-0.28818715982589227
2018-03-05,24471.310546875,24961.0,24387.150390625,24874.759765625,24874.759765625,383910000,1.3721509004625876
2018-03-06,24965.890625,24995.240234375,24708.41015625,24884.119140625,24884.119140625,331770000,0.0376259915198629
2018-03-07,24758.150390625,24849.6796875,24535.119140625,24801.359375,24801.359375,394070000,-0.3325806517695429
2018-03-08,24853.41015625,24950.490234375,24703.05078125,24895.2109375,24895.2109375,327300000,0.37841297761527226
2018-03-09,25004.890625,25336.330078125,25004.890625,25335.740234375,25335.740234375,371570000,1.7695343011190356
2018-03-12,25372.439453125,25449.150390625,25152.01953125,25178.609375,25178.609375,362580000,-0.6201944680574556
2018-03-13,25257.75,25376.400390625,24947.5,25007.029296875,25007.029296875,447880000,-0.6814517655425512
2018-03-14,25086.970703125,25130.119140625,24668.830078125,24758.119140625,24758.119140625,356830000,-0.9953607575495016
2018-03-15,24837.2890625,25053.869140625,24753.2890625,24873.66015625,24873.66015625,316310000,0.466679294047867
2018-03-16,24877.33984375,25031.0,24857.08984375,24946.509765625,24946.509765625,654240000,0.29287852659150015
2018-03-19,24893.689453125,24893.689453125,24453.140625,24610.91015625,24610.91015625,377990000,-1.345276804362583
2018-03-20,24650.640625,24803.609375,24650.640625,24727.26953125,24727.26953125,342510000,0.4727959033666629
2018-03-21,24723.490234375,24977.650390625,24655.400390625,24682.310546875,24682.310546875,343230000,-0.18181944560511365
2018-03-22,24526.009765625,24526.009765625,23938.740234375,23957.890625,23957.890625,439280000,-2.9349761259150786
2018-03-23,23995.1796875,24108.470703125,23509.060546875,23533.19921875,23533.19921875,482550000,-1.7726577556324452
2018-03-26,23825.740234375,24232.30078125,23741.220703125,24202.599609375,24202.599609375,479540000,2.844493791101965
2018-03-27,24276.619140625,24446.220703125,23708.73046875,23857.7109375,23857.7109375,524480000,-1.4250067242421616
2018-03-28,23883.080078125,24092.470703125,23728.669921875,23848.419921875,23848.419921875,530040000,-0.03894344955951423
2018-03-29,23949.1796875,24314.30078125,23928.130859375,24103.109375,24103.109375,463550000,1.0679510590611008
2018-04-02,24076.599609375,24123.80078125,23344.51953125,23644.189453125,23644.189453125,509820000,-1.903986389204193
2018-04-03,23698.330078125,24044.349609375,23664.330078125,24033.359375,24033.359375,394130000,1.6459431719853868
2018-04-04,23654.150390625,24308.9609375,23523.16015625,24264.30078125,24264.30078125,388540000,0.9609202053135757
2018-04-05,24313.91015625,24622.259765625,24313.91015625,24505.220703125,24505.220703125,347790000,0.9928986787913985
2018-04-06,24373.599609375,24434.400390625,23738.19921875,23932.759765625,23932.759765625,395990000,-2.336077460534758
2018-04-09,24037.51953125,24373.1796875,23954.830078125,23979.099609375,23979.099609375,380790000,0.19362515733165608
2018-04-10,24198.94921875,24511.349609375,24198.94921875,24408.0,24408.0,368590000,1.788642599646706
2018-04-11,24274.189453125,24366.5703125,24150.869140625,24189.44921875,24189.44921875,286360000,-0.8954063473041618
2018-04-12,24302.8203125,24592.119140625,24302.8203125,24483.05078125,24483.05078125,336130000,1.2137587749307732
2018-04-13,24582.8203125,24646.44921875,24243.740234375,24360.140625,24360.140625,331890000,-0.502021407986164
2018-04-16,24483.150390625,24675.359375,24480.19921875,24573.0390625,24573.0390625,305070000,0.8739622680236536
2018-04-17,24681.7890625,24858.970703125,24681.7890625,24786.630859375,24786.630859375,342410000,0.8692119698004985
2018-04-18,24820.849609375,24832.5390625,24721.08984375,24748.0703125,24748.0703125,302030000,-0.1555699404802935
2018-04-19,24711.30078125,24762.48046875,24557.029296875,24664.890625,24664.890625,381110000,-0.33610575066932435
2018-04-20,24657.390625,24678.0703125,24375.0390625,24462.939453125,24462.939453125,537770000,-0.8187799205981672
2018-04-23,24488.0703125,24536.890625,24328.5390625,24448.689453125,24448.689453125,351030000,-0.05825138073576319
2018-04-24,24579.939453125,24579.939453125,23828.73046875,24024.130859375,24024.130859375,468180000,-1.736529046123303
2018-04-25,24070.19921875,24146.33984375,23823.080078125,24083.830078125,24083.830078125,437100000,0.24849689297585797
2018-04-26,24128.720703125,24402.4609375,24128.720703125,24322.33984375,24322.33984375,390360000,0.9903315413341884
2018-04-27,24342.140625,24359.380859375,24194.44921875,24311.189453125,24311.189453125,392810000,-0.045844234956959884
2018-04-30,24410.41015625,24498.23046875,24163.080078125,24163.150390625,24163.150390625,416650000,-0.608933852395166
2018-05-01,24117.2890625,24117.2890625,23808.189453125,24099.05078125,24099.05078125,380070000,-0.26527836121845727
2018-05-02,24097.630859375,24185.51953125,23886.30078125,23924.98046875,23924.98046875,385350000,-0.7223119038175296
2018-05-03,23836.23046875,23996.150390625,23531.310546875,23930.150390625,23930.150390625,389240000,0.021608886501511826
2018-05-04,23865.220703125,24333.349609375,23778.869140625,24262.509765625,24262.509765625,329480000,1.3888729054131188
2018-05-07,24317.66015625,24479.44921875,24263.419921875,24357.3203125,24357.3203125,307670000,0.3907697422520062
2018-05-08,24341.349609375,24412.33984375,24198.33984375,24360.2109375,24360.2109375,344940000,0.011867582159741374
2018-05-09,24399.1796875,24586.48046875,24323.869140625,24542.5390625,24542.5390625,361580000,0.7484669384341114
2018-05-10,24591.66015625,24794.990234375,24575.91015625,24739.529296875,24739.529296875,304210000,0.8026481444048938
2018-05-11,24758.640625,24868.650390625,24717.5,24831.169921875,24831.169921875,274150000,0.3704218617109012
2018-05-14,24879.369140625,24994.189453125,24862.51953125,24899.41015625,24899.41015625,282860000,0.27481683138450563
2018-05-15,24809.55078125,24809.55078125,24629.390625,24706.41015625,24706.41015625,301900000,-0.7751187630103518
2018-05-16,24722.3203125,24801.189453125,24672.7890625,24768.9296875,24768.9296875,280810000,0.2530498395137526
2018-05-17,24752.400390625,24839.490234375,24639.400390625,24713.98046875,24713.98046875,314650000,-0.22184736863187782
2018-05-18,24707.720703125,24774.970703125,24664.869140625,24715.08984375,24715.08984375,269700000,0.0044888560197797744
2018-05-21,24883.060546875,25086.490234375,24883.060546875,25013.2890625,25013.2890625,308920000,1.2065471767864544
2018-05-22,25047.55078125,25064.990234375,24812.060546875,24834.41015625,24834.41015625,288200000,-0.7151354857933279
2018-05-23,24757.7109375,24889.4609375,24667.119140625,24886.810546875,24886.810546875,399610000,0.21099913505218115
2018-05-24,24877.359375,24877.359375,24605.900390625,24811.759765625,24811.759765625,347050000,-0.3015684999435386
2018-05-25,24781.2890625,24824.220703125,24687.810546875,24753.08984375,24753.08984375,257210000,-0.23646013998686044
2018-05-29,24606.58984375,24635.1796875,24247.83984375,24361.44921875,24361.44921875,395810000,-1.5821888397455464
2018-05-30,24467.830078125,24714.48046875,24459.08984375,24667.779296875,24667.779296875,324870000,1.2574378288186194
2018-05-31,24620.7890625,24620.7890625,24352.150390625,24415.83984375,24415.83984375,429740000,-1.021330092558903
2018-06-01,24542.08984375,24673.599609375,24542.08984375,24635.2109375,24635.2109375,315710000,0.8984785907586001
2018-06-04,24727.55078125,24859.369140625,24722.140625,24813.689453125,24813.689453125,340400000,0.7244854370348275
2018-06-05,24820.119140625,24838.779296875,24710.8203125,24799.98046875,24799.98046875,306340000,-0.055247666417757024
2018-06-06,24854.140625,25146.4609375,24854.140625,25146.390625,25146.390625,316090000,1.3968162462325573
2018-06-07,25192.140625,25326.08984375,25164.48046875,25241.41015625,25241.41015625,357680000,0.37786548641114415
2018-06-08,25209.2890625,25325.630859375,25165.69921875,25316.529296875,25316.529296875,317510000,0.29760278906763027
2018-06-11,25336.669921875,25402.830078125,25290.19921875,25322.310546875,25322.310546875,276740000,0.02283587111095997
2018-06-12,25346.8203125,25364.369140625,25247.0390625,25320.73046875,25320.73046875,265750000,-0.006239865521251442
2018-06-13,25328.650390625,25362.0703125,25191.419921875,25201.19921875,25201.19921875,329700000,-0.4720687270358237
2018-06-14,25254.650390625,25332.5,25138.599609375,25175.310546875,25175.310546875,341170000,-0.10272793627907895
2018-06-15,25116.7109375,25130.8203125,24894.380859375,25090.48046875,25090.48046875,659370000,-0.3369574248828111
2018-06-18,24944.279296875,25003.099609375,24825.76953125,24987.470703125,24987.470703125,337070000,-0.410553180730433
2018-06-19,24763.58984375,24763.58984375,24567.75,24700.2109375,24700.2109375,376380000,-1.1496152173139929
2018-06-20,24771.169921875,24804.759765625,24628.390625,24657.80078125,24657.80078125,359520000,-0.1716995711385283
2018-06-21,24639.2109375,24639.2109375,24406.630859375,24461.69921875,24461.69921875,349570000,-0.7952921845695071
2018-06-22,24526.970703125,24663.1796875,24526.970703125,24580.890625,24580.890625,473970000,0.48725726362721655
2018-06-25,24463.73046875,24463.73046875,24084.390625,24252.80078125,24252.80078125,439130000,-1.3347353794264771
2018-06-26,24281.890625,24384.2109375,24241.220703125,24283.109375,24283.109375,301130000,0.12496945826327988
2018-06-27,24303.109375,24569.01953125,24115.8203125,24117.58984375,24117.58984375,313790000,-0.6816241227344921
2018-06-28,24064.189453125,24308.16015625,23997.2109375,24216.05078125,24216.05078125,305020000,0.4082536361962319
2018-06-29,24323.9296875,24509.51953125,24269.7109375,24271.41015625,24271.41015625,329070000,0.22860612368249544
2018-07-02,24161.529296875,24319.419921875,24077.560546875,24307.1796875,24307.1796875,244110000,0.14737310695889239
2018-07-03,24359.390625,24444.880859375,24150.849609375,24174.8203125,24174.8203125,160960000,-0.5445278995821368
2018-07-05,24285.8203125,24372.80078125,24177.439453125,24356.740234375,24356.740234375,237670000,0.7525181967161787
2018-07-06,24352.470703125,24520.2890625,24281.470703125,24456.48046875,24456.48046875,219450000,0.4094974672934182
2018-07-09,24519.19921875,24796.51953125,24518.4296875,24776.58984375,24776.58984375,240580000,1.3088938754250767
2018-07-10,24806.970703125,24945.380859375,24806.970703125,24919.66015625,24919.66015625,235040000,0.5774415018461099
2018-07-11,24789.48046875,24815.16015625,24663.8203125,24700.44921875,24700.44921875,237370000,-0.879670654116127
2018-07-12,24802.900390625,24939.970703125,24802.900390625,24924.890625,24924.890625,233150000,0.9086531352621163
2018-07-13,24926.0703125,25043.2109375,24890.060546875,25019.41015625,25019.41015625,255520000,0.37921743638544836
2018-07-16,25025.580078125,25072.41015625,24979.640625,25064.359375,25064.359375,231270000,0.17965738788119356
2018-07-17,25033.919921875,25155.390625,24989.609375,25119.890625,25119.890625,250450000,0.22155463528579222
2018-07-18,25133.7890625,25215.3203125,25101.119140625,25199.2890625,25199.2890625,252870000,0.3160779586395934
2018-07-19,25139.150390625,25154.169921875,25052.619140625,25064.5,25064.5,285760000,-0.5348923224210544
2018-07-20,25041.140625,25124.099609375,24986.349609375,25058.119140625,25058.119140625,274080000,-0.025457756488256322
2018-07-23,25036.900390625,25081.44921875,24983.330078125,25044.2890625,25044.2890625,228820000,-0.05519200402626101
2018-07-24,25092.4296875,25286.619140625,25092.4296875,25241.939453125,25241.939453125,274940000,0.7892034392821046
2018-07-25,25183.69921875,25432.869140625,25113.55078125,25414.099609375,25414.099609375,273670000,0.6820401283732735
2018-07-26,25468.55078125,25587.240234375,25463.16015625,25527.0703125,25527.0703125,297530000,0.44451979358468563
2018-07-27,25520.51953125,25580.220703125,25370.0703125,25451.060546875,25451.060546875,329680000,-0.2977614144298424
2018-07-30,25439.3203125,25500.16015625,25287.380859375,25306.830078125,25306.830078125,296880000,-0.5666972835350448
2018-07-31,25345.2109375,25490.98046875,25345.2109375,25415.189453125,25415.189453125,348700000,0.42818233127375205
2018-08-01,25461.630859375,25488.80078125,25278.3203125,25333.8203125,25333.8203125,315880000,-0.32015948877766043
2018-08-02,25256.44921875,25360.48046875,25120.0703125,25326.16015625,25326.16015625,307700000,-0.030236877642253468
2018-08-03,25360.369140625,25467.900390625,25325.169921875,25462.580078125,25462.580078125,239020000,0.538652211915891
2018-08-06,25437.4296875,25540.01953125,25381.380859375,25502.1796875,25502.1796875,238990000,0.15552080446481487
2018-08-07,25551.650390625,25692.720703125,25551.650390625,25628.91015625,25628.91015625,239910000,0.4969397530051767
2018-08-08,25615.720703125,25634.109375,25557.48046875,25583.75,25583.75,217770000,-0.17620786828107526
2018-08-09,25589.7890625,25613.310546875,25492.689453125,25509.23046875,25509.23046875,214970000,-0.2912768114525788
2018-08-10,25401.189453125,25401.189453125,25222.880859375,25313.140625,25313.140625,234480000,-0.768701525474158
2018-08-13,25327.189453125,25381.390625,25153.9296875,25187.69921875,25187.69921875,219990000,-0.4955584457430384
2018-08-14,25215.689453125,25339.509765625,25201.869140625,25299.919921875,25299.919921875,219210000,0.4455377291525675
2018-08-15,25235.369140625,25235.369140625,24965.76953125,25162.41015625,25162.41015625,295810000,-0.5435185804920528
2018-08-16,25294.970703125,25607.33984375,25294.970703125,25558.73046875,25558.73046875,342430000,1.575049091239622
2018-08-17,25550.80078125,25728.16015625,25521.66015625,25669.3203125,25669.3203125,284160000,0.43268911139859867
2018-08-20,25727.69921875,25790.169921875,25716.41015625,25758.689453125,25758.689453125,248570000,0.34815546160558153
2018-08-21,25786.990234375,25888.8203125,25784.900390625,25822.2890625,25822.2890625,241620000,0.24690545491741211
2018-08-22,25825.060546875,25836.16015625,25722.4296875,25733.599609375,25733.599609375,200480000,-0.3434608485341384
2018-08-23,25714.859375,25762.560546875,25608.01953125,25656.98046875,25656.98046875,213270000,-0.29773969358366514
2018-08-24,25688.580078125,25826.05078125,25688.580078125,25790.349609375,25790.349609375,200330000,0.5198161988993366
2018-08-27,25882.7109375,26067.5703125,25882.7109375,26049.640625,26049.640625,220510000,1.0053799950456854
2018-08-28,26092.69921875,26122.240234375,26037.849609375,26064.01953125,26064.01953125,211470000,0.055198098342290614
2018-08-29,26082.529296875,26167.939453125,26035.30078125,26124.5703125,26124.5703125,214960000,0.23231559191168039
2018-08-30,26099.009765625,26104.369140625,25934.80078125,25986.919921875,25986.919921875,240440000,-0.5269001134887041
2018-08-31,25964.849609375,26028.830078125,25879.76953125,25964.8203125,25964.8203125,273440000,-0.08504128015723866
2018-09-04,25916.0703125,25971.76953125,25805.94921875,25952.48046875,25952.48046875,254600000,-0.04752524223732291
2018-09-05,25919.83984375,26011.220703125,25871.0390625,25974.990234375,25974.990234375,289210000,0.08673454413001824
2018-09-06,25973.01953125,26073.6796875,25880.83984375,25995.869140625,25995.869140625,262380000,0.08038080500361033
2018-09-07,25951.01953125,26002.990234375,25818.390625,25916.5390625,25916.5390625,281350000,-0.30516416933730195
2018-09-10,25991.91015625,26039.9609375,25854.130859375,25857.0703125,25857.0703125,252170000,-0.2294625445804499
2018-09-11,25841.140625,26019.919921875,25754.3203125,25971.060546875,25971.060546875,265960000,0.44084744712897805
2018-09-12,25989.0703125,26145.720703125,25929.4296875,25998.919921875,25998.919921875,282770000,0.10727084074875215
2018-09-13,26083.939453125,26191.640625,26067.080078125,26145.990234375,26145.990234375,260800000,0.5656785471932491
2018-09-14,26169.560546875,26211.109375,26068.2890625,26154.669921875,26154.669921875,228640000,0.033197011940244714
2018-09-17,26151.66015625,26184.470703125,26030.349609375,26062.119140625,26062.119140625,230230000,-0.35385948867431294
2018-09-18,26076.2109375,26317.33984375,26076.2109375,26246.9609375,26246.9609375,243000000,0.7092354841816029
2018-09-19,26287.83984375,26464.41015625,26280.759765625,26405.759765625,26405.759765625,251330000,0.6050179619009555
2018-09-20,26519.390625,26697.490234375,26519.390625,26656.98046875,26656.98046875,260480000,0.9513860057609014
2018-09-21,26726.25,26769.16015625,26680.369140625,26743.5,26743.5,657620000,0.32456613513083266
2018-09-24,26705.25,26709.939453125,26548.6796875,26562.05078125,26562.05078125,254850000,-0.6784797006749277
2018-09-25,26601.580078125,26634.849609375,26475.580078125,26492.2109375,26492.2109375,234110000,-0.2629309172140437
2018-09-26,26536.859375,26606.08984375,26349.33984375,26385.279296875,26385.279296875,262620000,-0.4036342639626045
2018-09-27,26418.26953125,26557.009765625,26379.94921875,26439.9296875,26439.9296875,226350000,0.20712454854125983
2018-09-28,26407.66015625,26515.759765625,26383.5703125,26458.310546875,26458.310546875,264030000,0.06951932018068874
2018-10-01,26598.359375,26737.98046875,26596.05078125,26651.2109375,26651.2109375,238320000,0.7290729704122478
2018-10-02,26648.91015625,26824.779296875,26627.66015625,26773.939453125,26773.939453125,258290000,0.4604988340410232
2018-10-03,26833.470703125,26951.810546875,26789.080078125,26828.390625,26828.390625,280130000,0.20337377684120916
2018-10-04,26784.080078125,26793.8203125,26471.609375,26627.48046875,26627.48046875,289600000,-0.7488714439053301
2018-10-05,26632.76953125,26676.16015625,26301.810546875,26447.05078125,26447.05078125,267100000,-0.6776070597882988
2018-10-08,26399.44921875,26529.349609375,26223.08984375,26486.779296875,26486.779296875,273020000,0.15021907718031358
2018-10-09,26469.189453125,26539.939453125,26324.16015625,26430.5703125,26430.5703125,282560000,-0.21221524801103842
2018-10-10,26441.73046875,26487.869140625,25567.099609375,25598.740234375,25598.740234375,438200000,-3.147227124840346
2018-10-11,25518.390625,25683.640625,24899.76953125,25052.830078125,25052.830078125,522880000,-2.1325664905842867
2018-10-12,25407.630859375,25467.55078125,25000.830078125,25339.990234375,25339.990234375,397510000,1.1462184326262337
2018-10-15,25332.4609375,25482.419921875,25243.880859375,25250.55078125,25250.55078125,287320000,-0.3529577253098992
2018-10-16,25351.529296875,25817.6796875,25351.529296875,25798.419921875,25798.419921875,305800000,2.169731446142653
2018-10-17,25705.869140625,25810.08984375,25479.16015625,25706.6796875,25706.6796875,298210000,-0.3556040821601325
2018-10-18,25645.560546875,25691.4609375,25236.009765625,25379.44921875,25379.44921875,328020000,-1.272939456701272
2018-10-19,25421.08984375,25608.7109375,25350.01953125,25444.33984375,25444.33984375,350810000,0.2556817700837266
2018-10-22,25492.140625,25561.33984375,25236.05078125,25317.41015625,25317.41015625,314940000,-0.4988523509725784
2018-10-23,25038.4609375,25307.69921875,24768.7890625,25191.4296875,25191.4296875,436430000,-0.49760409130512606
2018-10-24,25172.880859375,25306.23046875,24533.189453125,24583.419921875,24583.419921875,496400000,-2.4135579963796006
2018-10-25,24736.5390625,25104.2890625,24645.560546875,24984.55078125,24984.55078125,439670000,1.6317130027057924
2018-10-26,24770.25,24916.16015625,24445.189453125,24688.310546875,24688.310546875,505310000,-1.1856936591284173
2018-10-29,24818.98046875,25040.580078125,24122.23046875,24442.919921875,24442.919921875,443850000,-0.9939547079743871
2018-10-30,24482.0390625,24906.6796875,24415.689453125,24874.640625,24874.640625,470050000,1.7662403039607089
2018-10-31,25008.8203125,25336.55078125,25008.8203125,25115.759765625,25115.759765625,448930000,0.969337182635166
2018-11-01,25142.080078125,25396.470703125,25108.109375,25380.740234375,25380.740234375,383970000,1.0550366432182212
2018-11-02,25443.599609375,25578.98046875,25078.720703125,25270.830078125,25270.830078125,429480000,-0.43304551102548716
2018-11-05,25261.470703125,25507.349609375,25261.470703125,25461.69921875,25461.69921875,334740000,0.755294305865406
2018-11-06,25452.830078125,25651.859375,25444.900390625,25635.009765625,25635.009765625,265450000,0.6806715662848406
2018-11-07,25788.4609375,26200.140625,25765.880859375,26180.30078125,26180.30078125,361780000,2.1271340272949857
2018-11-08,26139.58984375,26277.8203125,26081.900390625,26191.220703125,26191.220703125,295650000,0.04171045232155279
2018-11-09,26149.109375,26161.490234375,25882.91015625,25989.30078125,25989.30078125,324450000,-0.7709450588949007
2018-11-12,25959.330078125,25966.7109375,25340.509765625,25387.1796875,25387.1796875,346910000,-2.3168037448102474
2018-11-13,25321.2109375,25511.029296875,25193.779296875,25286.490234375,25286.490234375,339690000,-0.3966153561144714
2018-11-14,25388.080078125,25501.2890625,24935.8203125,25080.5,25080.5,384240000,-0.8146256458121393
2018-11-15,25061.48046875,25354.560546875,24787.7890625,25289.26953125,25289.26953125,392750000,0.8323978040708946
2018-11-16,25242.349609375,25510.23046875,25147.80078125,25413.220703125,25413.220703125,354460000,0.4901334604458851
2018-11-19,25392.609375,25392.609375,24900.98046875,25017.439453125,25017.439453125,358090000,-1.5573832794492315
2018-11-20,24618.6796875,24707.259765625,24368.98046875,24465.640625,24465.640625,445920000,-2.205656694638558
2018-11-21,24541.650390625,24669.7890625,24463.279296875,24464.689453125,24464.689453125,289370000,-0.0038877865067177275
2018-11-23,24336.400390625,24408.80078125,24268.740234375,24285.94921875,24285.94921875,155940000,-0.7306049591083941
2018-11-26,24364.130859375,24673.2890625,24364.130859375,24640.240234375,24640.240234375,306280000,1.458831246140746
2018-11-27,24557.01953125,24750.73046875,24416.029296875,24748.73046875,24748.73046875,308250000,0.44029698307750387
2018-11-28,24832.83984375,25368.9296875,24832.83984375,25366.4296875,25366.4296875,362160000,2.4958824434649918
2018-11-29,25343.650390625,25479.0390625,25202.7890625,25338.83984375,25338.83984375,305110000,-0.10876518331468521
2018-11-30,25307.140625,25549.7109375,25250.970703125,25538.4609375,25538.4609375,482250000,0.7878067621917451
2018-12-03,25779.5703125,25980.2109375,25670.509765625,25826.4296875,25826.4296875,388480000,1.1275885054496504
