Date,N225_OPEN,N225_HIGH,N225_LOW,N225_CLOSE,N225_ADJ_CLOSE,N225_VOLUME,N225_DAILY_RETURNS
2018-02-01,23276.099609375,23492.76953125,23211.119140625,23486.109375,23486.109375,101800000,1.6790001694524825
2018-02-02,23361.669921875,23367.9609375,23122.44921875,23274.529296875,23274.529296875,98600000,-0.9008732555346843
2018-02-05,22921.16015625,22967.689453125,22659.4296875,22682.080078125,22682.080078125,107600000,-2.545483138211291
2018-02-06,22267.0,22277.44921875,21078.7109375,21610.240234375,21610.240234375,190100000,-4.725491842274643
2018-02-07,22001.2890625,22353.869140625,21627.130859375,21645.369140625,21645.369140625,143500000,0.1625567595223698
2018-02-08,21721.5703125,21977.029296875,21649.69921875,21890.859375,21890.859375,104700000,1.1341466748850726
2018-02-09,21507.740234375,21510.30078125,21119.009765625,21382.619140625,21382.619140625,127600000,-2.3217006955671415
2018-02-13,21633.33984375,21679.19921875,21211.529296875,21244.6796875,21244.6796875,114700000,-0.6451008280034642
2018-02-14,21251.240234375,21371.009765625,20950.150390625,21154.169921875,21154.169921875,103900000,-0.4260349741975866
2018-02-15,21384.099609375,21578.990234375,21308.919921875,21464.98046875,21464.98046875,86400000,1.4692637339250858
2018-02-16,21555.990234375,21866.369140625,21499.880859375,21720.25,21720.25,77800000,1.1892371932116896
2018-02-19,21903.66015625,22152.849609375,21858.330078125,22149.2109375,22149.2109375,68500000,1.9749355440199734
2018-02-20,22054.3203125,22063.869140625,21831.44921875,21925.099609375,21925.099609375,67500000,-1.0118253366108165
2018-02-21,21942.419921875,22130.580078125,21836.73046875,21970.810546875,21970.810546875,77900000,0.20848679510880874
2018-02-22,21789.880859375,21799.400390625,21626.849609375,21736.439453125,21736.439453125,77300000,-1.066738494922459
2018-02-23,21789.720703125,21903.390625,21741.630859375,21892.779296875,21892.779296875,64600000,0.719252314010066
2018-02-26,22134.640625,22226.529296875,22040.869140625,22153.630859375,22153.630859375,64600000,1.191495876164228
2018-02-27,22391.669921875,22502.05078125,22325.0703125,22389.859375,22389.859375,74300000,1.066319634575974
2018-02-28,22292.529296875,22380.279296875,22068.240234375,22068.240234375,22068.240234375,88800000,-1.436450025157876
2018-03-01,21901.130859375,21901.130859375,21645.220703125,21724.470703125,21724.470703125,90300000,-1.557756883190542
2018-03-02,21339.98046875,21366.08984375,21088.9609375,21181.640625,21181.640625,97100000,-2.49870335412552
2018-03-05,21047.810546875,21164.380859375,20937.259765625,21042.08984375,21042.08984375,87200000,-0.6588289534347647
2018-03-06,21390.19921875,21551.140625,21381.419921875,21417.759765625,21417.759765625,76400000,1.7853260995679188
2018-03-07,21261.9609375,21484.080078125,21201.939453125,21252.720703125,21252.720703125,87000000,-0.7705710788897924
2018-03-08,21488.16015625,21488.16015625,21299.400390625,21368.0703125,21368.0703125,72100000,0.5427522009360475
2018-03-09,21594.220703125,21884.44921875,21357.55078125,21469.19921875,21469.19921875,110500000,0.4732711226190567
2018-03-12,21826.099609375,21971.16015625,21689.970703125,21824.029296875,21824.029296875,70600000,1.6527401628241067
2018-03-13,21742.44921875,21968.099609375,21700.779296875,21968.099609375,21968.099609375,68100000,0.66014534044192
2018-03-14,21764.990234375,21881.08984375,21684.01953125,21777.2890625,21777.2890625,65000000,-0.8685801242159785
2018-03-15,21704.140625,21825.970703125,21555.490234375,21803.94921875,21803.94921875,65300000,0.12242183209070223
2018-03-16,21876.529296875,21879.279296875,21632.849609375,21676.509765625,21676.509765625,75700000,-0.5844787650459704
2018-03-19,21537.900390625,21659.0390625,21366.880859375,21480.900390625,21480.900390625,67300000,-0.9024025413454706
2018-03-20,21297.98046875,21384.859375,21223.970703125,21380.970703125,21380.970703125,66500000,-0.46520250866026736
2018-03-22,21352.16015625,21592.0,21349.7109375,21591.990234375,21591.990234375,82600000,0.9869501912705747
2018-03-23,21188.80078125,21188.80078125,20559.609375,20617.859375,20617.859375,121000000,-4.511538069446508
2018-03-26,20423.369140625,20766.099609375,20347.490234375,20766.099609375,20766.099609375,97500000,0.7189894531667296
2018-03-27,20958.900390625,21317.3203125,20943.310546875,21317.3203125,21317.3203125,101900000,2.654425787672454
2018-03-28,20893.05078125,21031.310546875,20776.8203125,21031.310546875,21031.310546875,88100000,-1.3416778536526008
2018-03-29,21250.9609375,21298.5703125,20996.220703125,21159.080078125,21159.080078125,78900000,0.6075205392703564
2018-03-30,21392.419921875,21512.80078125,21311.5,21454.30078125,21454.30078125,63600000,1.3952435646302552
2018-04-02,21441.5703125,21597.470703125,21388.580078125,21388.580078125,21388.580078125,47500000,-0.3063288046303403
2018-04-03,21115.48046875,21333.5,21056.01953125,21292.2890625,21292.2890625,63800000,-0.45019826128374074
2018-04-04,21415.849609375,21415.849609375,21238.1796875,21319.55078125,21319.55078125,75600000,0.12803564083680996
2018-04-05,21541.1796875,21737.66015625,21462.099609375,21645.419921875,21645.419921875,80700000,1.5284990944161692
2018-04-06,21633.73046875,21742.83984375,21550.419921875,21567.51953125,21567.51953125,74400000,-0.3598931825123608
2018-04-09,21534.330078125,21737.08984375,21517.76953125,21678.259765625,21678.259765625,62100000,0.5134583706510432
2018-04-10,21599.669921875,21933.990234375,21542.369140625,21794.3203125,21794.3203125,74700000,0.5353776000924126
2018-04-11,21819.08984375,21837.359375,21687.099609375,21687.099609375,21687.099609375,69500000,-0.49196626271250654
2018-04-12,21657.869140625,21719.4296875,21591.390625,21660.279296875,21660.279296875,58400000,-0.12366943013627507
2018-04-13,21801.41015625,21917.349609375,21746.689453125,21778.740234375,21778.740234375,73100000,0.546904016685934
2018-04-16,21843.55078125,21879.689453125,21775.609375,21835.529296875,21835.529296875,53400000,0.2607545794148569
2018-04-17,21801.830078125,21889.890625,21772.419921875,21847.58984375,21847.58984375,57400000,0.05523359068162481
2018-04-18,21929.009765625,22194.109375,21914.9609375,22158.19921875,22158.19921875,70400000,1.421710024865086
2018-04-19,22231.859375,22360.650390625,22176.859375,22191.1796875,22191.1796875,79700000,0.14884092531350923
2018-04-20,22148.220703125,22261.349609375,22076.630859375,22162.240234375,22162.240234375,69600000,-0.13040971022059145
2018-04-23,22157.880859375,22204.859375,22065.51953125,22088.0390625,22088.0390625,64000000,-0.33480898632218814
2018-04-24,22228.8203125,22304.689453125,22149.58984375,22278.119140625,22278.119140625,76500000,0.8605566007337861
2018-04-25,22118.619140625,22228.779296875,22080.759765625,22215.3203125,22215.3203125,73300000,-0.28188568221849675
2018-04-26,22278.76953125,22381.66015625,22265.19921875,22319.609375,22319.609375,72800000,0.4694465847576268
2018-04-27,22466.66015625,22495.560546875,22357.529296875,22467.869140625,22467.869140625,89100000,0.6642578870177829
2018-05-01,22453.419921875,22519.44921875,22411.4296875,22508.029296875,22508.029296875,89900000,0.17874483778874684
2018-05-02,22568.189453125,22568.189453125,22426.55078125,22472.779296875,22472.779296875,70700000,-0.1566107789138793
2018-05-07,22513.220703125,22513.48046875,22350.91015625,22467.16015625,22467.16015625,69000000,-0.02500420865069186
2018-05-08,22440.650390625,22566.6796875,22423.23046875,22508.689453125,22508.689453125,77000000,0.18484444222670593
2018-05-09,22463.009765625,22478.640625,22364.75,22408.880859375,22408.880859375,86000000,-0.4434225011538562
2018-05-10,22482.509765625,22530.640625,22418.75,22497.1796875,22497.1796875,73300000,0.3940349751471839
2018-05-11,22573.94921875,22769.16015625,22545.470703125,22758.48046875,22758.48046875,80200000,1.1614823941473285
2018-05-14,22705.30078125,22894.759765625,22683.640625,22865.859375,22865.859375,68900000,0.4718193132333459
2018-05-15,22889.470703125,22912.060546875,22805.720703125,22818.01953125,22818.01953125,86400000,-0.20921953102844837
2018-05-16,22730.119140625,22796.140625,22695.83984375,22717.23046875,22717.23046875,80200000,-0.44170819628743807
2018-05-17,22820.619140625,22887.029296875,22799.16015625,22838.369140625,22838.369140625,75600000,0.5332457758952636
2018-05-18,22907.19921875,22954.189453125,22867.30078125,22930.359375,22930.359375,65300000,0.4027881054403659
2018-05-21,22937.580078125,23050.390625,22935.310546875,23002.369140625,23002.369140625,59100000,0.3140367948332612
2018-05-22,23025.94921875,23031.669921875,22952.869140625,22960.33984375,22960.33984375,59400000,-0.18271725237540837
2018-05-23,22868.7890625,22949.73046875,22649.849609375,22689.740234375,22689.740234375,75000000,-1.1785522828341777
2018-05-24,22621.2890625,22644.689453125,22366.599609375,22437.009765625,22437.009765625,85600000,-1.113853513259322
2018-05-25,22380.220703125,22509.359375,22318.150390625,22450.7890625,22450.7890625,70400000,0.06141324988908625
2018-05-28,22488.94921875,22547.669921875,22410.91015625,22481.08984375,22481.08984375,52900000,0.13496532868242372
2018-05-29,22431.94921875,22439.099609375,22240.390625,22358.4296875,22358.4296875,59800000,-0.5456148127271576
2018-05-30,22051.970703125,22079.23046875,21931.650390625,22018.51953125,22018.51953125,90500000,-1.5202774121477525
2018-05-31,22163.400390625,22254.419921875,22098.0,22201.8203125,22201.8203125,132400000,0.832484586394866
2018-06-01,22126.25,22316.91015625,22098.0390625,22171.349609375,22171.349609375,82500000,-0.13724416600130462
2018-06-04,22365.08984375,22515.720703125,22355.830078125,22475.939453125,22475.939453125,71900000,1.373799291050859
2018-06-05,22552.169921875,22602.130859375,22470.0390625,22539.5390625,22539.5390625,65800000,0.2829675240389351
2018-06-06,22520.310546875,22662.8203125,22498.58984375,22625.73046875,22625.73046875,67900000,0.38240092670485115
2018-06-07,22748.720703125,22856.369140625,22732.1796875,22823.259765625,22823.259765625,72200000,0.8730294791932547
2018-06-08,22799.380859375,22879.0,22694.5,22694.5,22694.5,85200000,-0.5641602774855592
2018-06-11,22686.94921875,22856.080078125,22667.30078125,22804.0390625,22804.0390625,55700000,0.4826678820859742
2018-06-12,22977.220703125,23011.5703125,22797.73046875,22878.349609375,22878.349609375,63900000,0.32586572348580756
2018-06-13,22896.169921875,22993.259765625,22895.310546875,22966.380859375,22966.380859375,57000000,0.384779721890105
2018-06-14,22842.9609375,22898.390625,22738.609375,22738.609375,22738.609375,72100000,-0.9917604596460516
2018-06-15,22883.240234375,22885.83984375,22770.380859375,22851.75,22851.75,88500000,0.4975705555872345
2018-06-18,22806.5703125,22806.890625,22601.130859375,22680.330078125,22680.330078125,65000000,-0.7501391441574468
2018-06-19,22565.919921875,22618.51953125,22278.48046875,22278.48046875,22278.48046875,79400000,-1.7717978882616947
2018-06-20,22338.529296875,22581.400390625,22167.16015625,22555.4296875,22555.4296875,88900000,1.2431243645116385
2018-06-21,22523.279296875,22782.009765625,22491.080078125,22693.0390625,22693.0390625,76000000,0.6100942296668466
2018-06-22,22456.44921875,22535.650390625,22414.1796875,22516.830078125,22516.830078125,85900000,-0.7764891422858522
2018-06-25,22543.560546875,22556.55078125,22312.7890625,22338.150390625,22338.150390625,60600000,-0.7935383749846148
2018-06-26,22160.330078125,22368.779296875,22104.119140625,22342.0,22342.0,71300000,0.017233339858857555
2018-06-27,22320.880859375,22356.5390625,22205.33984375,22271.76953125,22271.76953125,65800000,-0.31434280167397244
2018-06-28,22195.189453125,22299.390625,22038.400390625,22270.390625,22270.390625,70000000,-0.006191273881783754
2018-06-29,22314.470703125,22332.8203125,22145.48046875,22304.509765625,22304.509765625,67900000,0.1532040510627608
2018-07-02,22233.80078125,22312.25,21784.48046875,21811.9296875,21811.9296875,67100000,-2.2084326591394032
2018-07-03,21889.060546875,21927.810546875,21574.560546875,21785.5390625,21785.5390625,76500000,-0.12099170214694421
2018-07-04,21679.0,21784.0,21604.1796875,21717.0390625,21717.0390625,62200000,-0.31442875846900975
2018-07-05,21697.439453125,21751.5,21462.94921875,21546.990234375,21546.990234375,66700000,-0.7830203170681393
2018-07-06,21647.66015625,21866.16015625,21642.9609375,21788.140625,21788.140625,71600000,1.1191836446849956
2018-07-09,21838.529296875,22105.94921875,21825.759765625,22052.1796875,22052.1796875,61200000,1.21184761492239
2018-07-10,22215.33984375,22321.599609375,22196.890625,22196.890625,22196.890625,90700000,0.6562205620972206
2018-07-11,22002.140625,22044.619140625,21744.25,21932.2109375,21932.2109375,74900000,-1.1924178569492794
2018-07-12,22036.869140625,22233.51953125,22019.189453125,22187.9609375,22187.9609375,64400000,1.1660931072057013
2018-07-13,22397.619140625,22692.859375,22316.51953125,22597.349609375,22597.349609375,72600000,1.845093711081347
2018-07-16,22397.619140625,22692.859375,22316.51953125,22597.349609375,22597.349609375,0,0.0
2018-07-17,22605.73046875,22832.220703125,22575.419921875,22697.359375,22697.359375,75800000,0.442572989106238
2018-07-18,22917.51953125,22949.3203125,22794.189453125,22794.189453125,22794.189453125,56500000,0.42661384756348397
2018-07-19,22871.619140625,22926.470703125,22761.869140625,22764.6796875,22764.6796875,62400000,-0.1294617897499073
2018-07-20,22734.560546875,22869.98046875,22541.349609375,22697.880859375,22697.880859375,69700000,-0.2934318823808346
2018-07-23,22480.330078125,22507.169921875,22341.869140625,22396.990234375,22396.990234375,88000000,-1.3256331146690337
2018-07-24,22555.05078125,22555.05078125,22416.23046875,22510.48046875,22510.48046875,70400000,0.506720917352621
2018-07-25,22594.279296875,22645.66015625,22547.140625,22614.25,22614.25,58700000,0.460983191336406
2018-07-26,22711.58984375,22717.150390625,22549.76953125,22586.869140625,22586.869140625,69600000,-0.12107790165493126
2018-07-27,22646.48046875,22712.75,22593.19921875,22712.75,22712.75,73200000,0.5573187615834252
2018-07-30,22613.30078125,22631.3203125,22518.939453125,22544.83984375,22544.83984375,76200000,-0.7392770855576658
2018-07-31,22472.119140625,22678.060546875,22352.2109375,22553.720703125,22553.720703125,115400000,0.03939198254034881
2018-08-01,22642.1796875,22775.470703125,22615.98046875,22746.69921875,22746.69921875,100800000,0.8556393783765381
2018-08-02,22676.73046875,22754.73046875,22464.810546875,22512.529296875,22512.529296875,94500000,-1.0294677026457255
2018-08-03,22585.5390625,22613.5,22490.5703125,22525.1796875,22525.1796875,71700000,0.05619266701746284
2018-08-06,22536.05078125,22635.6796875,22486.740234375,22507.3203125,22507.3203125,67000000,-0.0792862709544151
2018-08-07,22514.310546875,22666.6796875,22499.05078125,22662.740234375,22662.740234375,69400000,0.6905305461382794
2018-08-08,22666.560546875,22800.609375,22610.2890625,22644.310546875,22644.310546875,72800000,-0.08132153177154988
2018-08-09,22591.5390625,22648.880859375,22497.990234375,22598.390625,22598.390625,61800000,-0.20278790020982207
2018-08-10,22606.91015625,22608.859375,22272.689453125,22298.080078125,22298.080078125,73900000,-1.3289023623778484
2018-08-13,22117.5703125,22124.599609375,21851.3203125,21857.4296875,21857.4296875,77800000,-1.9761808598816932
2018-08-14,22053.0703125,22356.080078125,22047.189453125,22356.080078125,22356.080078125,59700000,2.2813770775168996
2018-08-15,22368.119140625,22380.279296875,22110.2890625,22204.220703125,22204.220703125,61200000,-0.6792755012028806
2018-08-16,21980.8203125,22240.419921875,21871.69921875,22192.0390625,22192.0390625,77900000,-0.05486182464078393
2018-08-17,22313.189453125,22340.94921875,22244.099609375,22270.380859375,22270.380859375,56100000,0.35301756929304595
2018-08-20,22267.0703125,22288.310546875,22150.75,22199.0,22199.0,46800000,-0.3205192575094662
2018-08-21,22110.5390625,22306.830078125,22053.140625,22219.73046875,22219.73046875,54500000,0.09338469638271452
2018-08-22,22270.0390625,22390.19921875,22162.810546875,22362.55078125,22362.55078125,57100000,0.6427634786158265
2018-08-23,22420.669921875,22463.029296875,22377.880859375,22410.8203125,22410.8203125,50100000,0.21584984522637907
2018-08-24,22484.009765625,22602.240234375,22452.419921875,22601.76953125,22601.76953125,50400000,0.8520402916420533
2018-08-27,22693.689453125,22838.060546875,22682.390625,22799.640625,22799.640625,50200000,0.8754672658546347
2018-08-28,22967.740234375,23006.76953125,22813.470703125,22813.470703125,22813.470703125,60700000,0.06065919350428661
2018-08-29,22820.859375,22968.1796875,22819.970703125,22848.220703125,22848.220703125,58800000,0.1523222856013806
2018-08-30,23020.1796875,23032.169921875,22832.830078125,22869.5,22869.5,73900000,0.09313327786653058
2018-08-31,22733.25,22890.609375,22678.029296875,22865.150390625,22865.150390625,68100000,-0.01901925872886956
2018-09-03,22819.169921875,22820.48046875,22684.4296875,22707.380859375,22707.380859375,49900000,-0.6899999718116279
2018-09-04,22740.05078125,22753.1796875,22612.150390625,22696.900390625,22696.900390625,52300000,-0.04615445882950597
2018-09-05,22663.80078125,22692.25,22570.51953125,22580.830078125,22580.830078125,65400000,-0.5113927915370464
2018-09-06,22458.970703125,22535.33984375,22416.630859375,22487.939453125,22487.939453125,62200000,-0.41136939908150705
2018-09-07,22351.83984375,22372.890625,22172.900390625,22307.060546875,22307.060546875,69800000,-0.8043373943932619
2018-09-10,22253.650390625,22396.880859375,22249.609375,22373.08984375,22373.08984375,55700000,0.29600178264745924
2018-09-11,22469.779296875,22667.849609375,22457.099609375,22664.689453125,22664.689453125,76500000,1.3033497447669573
2018-09-12,22702.7109375,22709.369140625,22522.169921875,22604.609375,22604.609375,79800000,-0.2650822913292439
2018-09-13,22657.94921875,22858.41015625,22643.880859375,22821.3203125,22821.3203125,75000000,0.9587024217267537
2018-09-14,23035.779296875,23105.279296875,22965.48046875,23094.669921875,23094.669921875,102700000,1.197781748084381
2018-09-18,23042.189453125,23481.529296875,23039.259765625,23420.5390625,23420.5390625,90600000,1.4110144969698757
2018-09-19,23754.9609375,23842.05078125,23672.51953125,23672.51953125,23672.51953125,93600000,1.0758952562003987
2018-09-20,23752.7890625,23781.75,23582.150390625,23674.9296875,23674.9296875,101600000,0.010181240939810543
2018-09-21,23848.630859375,23971.41015625,23764.05078125,23869.9296875,23869.9296875,120600000,0.8236560892637357
2018-09-25,23881.849609375,23950.98046875,23808.94921875,23940.259765625,23940.259765625,100800000,0.2946388156385371
2018-09-26,23846.599609375,24033.7890625,23833.919921875,24033.7890625,24033.7890625,84200000,0.3906778697919444
2018-09-27,23946.4296875,24089.3203125,23778.0390625,23796.740234375,23796.740234375,76200000,-0.9863148399470112
2018-09-28,24080.009765625,24286.099609375,24021.26953125,24120.0390625,24120.0390625,90700000,1.3585845159497456
2018-10-01,24173.369140625,24306.5390625,24123.5,24245.759765625,24245.759765625,65000000,0.5212292683242747
2018-10-02,24376.169921875,24448.0703125,24217.259765625,24270.619140625,24270.619140625,80500000,0.1025308146261672
2018-10-03,24219.189453125,24260.630859375,24030.58984375,24110.9609375,24110.9609375,71300000,-0.6578250113848938
2018-10-04,24242.060546875,24247.8203125,23923.259765625,23975.619140625,23975.619140625,89400000,-0.5613289210074646
2018-10-05,23781.759765625,23928.619140625,23730.189453125,23783.720703125,23783.720703125,84600000,-0.8003899143311011
2018-10-09,23550.470703125,23587.05078125,23442.4609375,23469.390625,23469.390625,86500000,-1.3216186064769042
2018-10-10,23538.919921875,23589.380859375,23373.5390625,23506.0390625,23506.0390625,70600000,0.1561541928615906
2018-10-11,23043.369140625,23051.189453125,22459.01953125,22590.859375,22590.859375,115300000,-3.8933811224708514
2018-10-12,22323.4296875,22711.130859375,22323.4296875,22694.66015625,22694.66015625,99500000,0.45948133059900975
2018-10-15,22501.330078125,22520.58984375,22261.919921875,22271.30078125,22271.30078125,79900000,-1.8654580949228672
2018-10-16,22298.19921875,22549.240234375,22269.529296875,22549.240234375,22549.240234375,70100000,1.247971350461019
2018-10-17,22806.58984375,22959.41015625,22765.580078125,22841.119140625,22841.119140625,72100000,1.29440683240869
2018-10-18,22871.279296875,22873.130859375,22637.2890625,22658.16015625,22658.16015625,64300000,-0.8010070927286117
2018-10-19,22342.0,22551.669921875,22212.5703125,22532.080078125,22532.080078125,67400000,-0.5564444652855993
2018-10-22,22374.2109375,22672.25,22271.58984375,22614.8203125,22614.8203125,63000000,0.3672108127084517
2018-10-23,22404.140625,22410.150390625,21993.0703125,22010.779296875,22010.779296875,80200000,-2.6709963080764565
2018-10-24,22167.759765625,22207.08984375,21911.419921875,22091.1796875,22091.1796875,83900000,0.36527734679714374
2018-10-25,21676.830078125,21703.2109375,21204.400390625,21268.73046875,21268.73046875,93600000,-3.722975551257557
2018-10-26,21440.83984375,21476.66015625,20971.9296875,21184.599609375,21184.599609375,92900000,-0.3955612653919971
2018-10-29,21323.609375,21465.990234375,21109.970703125,21149.80078125,21149.80078125,70800000,-0.164264743099507
2018-10-30,21049.51953125,21568.400390625,21035.880859375,21457.2890625,21457.2890625,116900000,1.4538589957906245
2018-10-31,21569.560546875,21920.4609375,21530.390625,21920.4609375,21920.4609375,105000000,2.1585759209883815
2018-11-01,21906.41015625,21906.41015625,21628.44921875,21687.650390625,21687.650390625,101900000,-1.06206957754581
2018-11-02,21761.580078125,22308.419921875,21751.330078125,22243.66015625,22243.66015625,101900000,2.563716011695516
2018-11-05,22002.470703125,22051.650390625,21865.98046875,21898.990234375,21898.990234375,78700000,-1.549519815776157
2018-11-06,22018.869140625,22160.830078125,21994.279296875,22147.75,22147.75,0,1.1359417167761565
2018-11-07,22189.740234375,22444.650390625,21996.939453125,22085.80078125,22085.80078125,96300000,-0.27970885868767725
2018-11-08,22446.009765625,22583.4296875,22421.0,22486.919921875,22486.919921875,81900000,1.8161856325605186
2018-11-09,22471.310546875,22494.580078125,22226.009765625,22250.25,22250.25,78100000,-1.0524781637380687
2018-11-12,22121.69921875,22324.009765625,22046.2890625,22269.880859375,22269.880859375,59300000,0.0882275901394447
2018-11-13,21885.240234375,21892.2890625,21484.650390625,21810.51953125,21810.51953125,85700000,-2.0627022256009098
2018-11-14,21851.130859375,21990.41015625,21764.880859375,21846.48046875,21846.48046875,75200000,0.16487886704612542
2018-11-15,21670.349609375,21818.73046875,21613.529296875,21803.619140625,21803.619140625,0,-0.1961932869979255
2018-11-16,21804.900390625,21873.740234375,21663.990234375,21680.33984375,21680.33984375,74900000,-0.5654074953332144
2018-11-19,21679.029296875,21852.919921875,21665.2890625,21821.16015625,21821.16015625,72100000,0.6495300051331698
2018-11-20,21582.689453125,21687.119140625,21526.94921875,21583.119140625,21583.119140625,82500000,-1.0908724097184241
2018-11-21,21286.810546875,21555.609375,21243.380859375,21507.5390625,21507.5390625,77300000,-0.35018144334263424
2018-11-22,21582.470703125,21684.640625,21484.98046875,21646.55078125,21646.55078125,65900000,0.6463394921475629
2018-11-26,21647.689453125,21838.099609375,21622.599609375,21812.0,21812.0,78000000,0.7643213943041127
2018-11-27,21967.98046875,22006.830078125,21816.05078125,21952.400390625,21952.400390625,74000000,0.6436841675453886
2018-11-28,22036.720703125,22216.98046875,22032.720703125,22177.01953125,22177.01953125,77600000,1.0232099297939445
2018-11-29,22360.98046875,22437.94921875,22241.169921875,22262.599609375,22262.599609375,69300000,0.3858953093512252
2018-11-30,22274.970703125,22362.19921875,22231.9609375,22351.060546875,22351.060546875,104100000,0.39735223672059394
2018-12-03,22629.390625,22698.7890625,22550.2890625,22574.759765625,22574.759765625,70500000,1.000843867255674
2018-12-04,22533.970703125,22576.619140625,22033.41015625,22036.05078125,22036.05078125,89600000,-2.386333187896428
2018-12-05,21755.169921875,21979.1796875,21708.8203125,21919.330078125,21919.330078125,83700000,-0.5296806777388419
2018-12-06,21766.5,21805.01953125,21307.720703125,21501.619140625,21501.619140625,87600000,-1.9056738322348
2018-12-07,21643.75,21734.939453125,21506.44921875,21678.6796875,21678.6796875,78100000,0.8234754123258803
2018-12-10,21319.470703125,21365.779296875,21169.9609375,21219.5,21219.5,79000000,-2.1181164818112275
