Date,GDAXI_OPEN,GDAXI_HIGH,GDAXI_LOW,GDAXI_CLOSE,GDAXI_ADJ_CLOSE,GDAXI_VOLUME,GDAXI_DAILY_RETURNS
2019-06-06,11987.919921875,12076.9501953125,11899.8203125,11953.1396484375,11953.1396484375,89561100,-0.23095202133555093
2019-06-07,12003.919921875,12096.6103515625,11987.169921875,12045.3798828125,12045.3798828125,80549900,0.7716820608471453
2019-06-11,12133.599609375,12227.400390625,12117.33984375,12155.8095703125,12155.8095703125,95140700,0.9167804467302254
2019-06-12,12093.98046875,12132.2802734375,12068.1103515625,12115.6796875,12115.6796875,69957400,-0.3301292487380425
2019-06-13,12095.2099609375,12201.7802734375,12079.599609375,12169.0498046875,12169.0498046875,69172100,0.44050452441857235
2019-06-14,12124.3603515625,12136.650390625,12049.759765625,12096.400390625,12096.400390625,70037500,-0.5970015344543667
2019-06-17,12112.4697265625,12124.6796875,12059.919921875,12085.8203125,12085.8203125,84991300,-0.0874646819164493
2019-06-18,12069.3701171875,12358.0,11987.5498046875,12331.75,12331.75,153990400,2.0348613593538456
2019-06-19,12321.4296875,12346.7001953125,12291.1904296875,12308.5302734375,12308.5302734375,104190600,-0.1882922258600761
2019-06-20,12409.580078125,12438.3701171875,12355.3896484375,12355.3896484375,12355.3896484375,95166000,0.3807065015806632
2019-06-21,12351.98046875,12425.2001953125,12316.41015625,12339.919921875,12339.919921875,210689700,-0.12520630269605704
2019-06-24,12308.1103515625,12341.5595703125,12250.7099609375,12274.5703125,12274.5703125,89756300,-0.5295788772433974
2019-06-25,12226.8798828125,12284.5703125,12213.41015625,12228.4404296875,12228.4404296875,73907200,-0.3758166814647912
2019-06-26,12210.51953125,12315.83984375,12189.490234375,12245.3203125,12245.3203125,87524700,0.13803790360313872
2019-06-27,12308.259765625,12334.5703125,12209.33984375,12271.0302734375,12271.0302734375,85035600,0.2099574390982184
2019-06-28,12302.76953125,12408.2197265625,12297.6298828125,12398.7998046875,12398.7998046875,99449300,1.0412290443661876
2019-07-01,12616.33984375,12619.6796875,12519.2998046875,12521.3798828125,12521.3798828125,93740000,0.9886447080035721
2019-07-02,12546.9296875,12548.2197265625,12484.259765625,12526.7197265625,12526.7197265625,68934500,0.04264580900807946
2019-07-03,12548.2998046875,12631.8095703125,12545.7900390625,12616.240234375,12616.240234375,70392700,0.7146364712118158
2019-07-04,12644.349609375,12656.0498046875,12616.2900390625,12629.900390625,12629.900390625,54651300,0.10827438282905444
2019-07-05,12632.1201171875,12632.1201171875,12522.1103515625,12568.5302734375,12568.5302734375,79900200,-0.4859113317556618
2019-07-08,12541.1796875,12587.4404296875,12507.7197265625,12543.509765625,12543.509765625,91084400,-0.1990726621821426
2019-07-09,12436.9697265625,12477.580078125,12364.16015625,12436.5498046875,12436.5498046875,105796900,-0.8527115850032629
2019-07-10,12412.990234375,12448.8095703125,12356.7998046875,12373.41015625,12373.41015625,80443400,-0.5076942514530947
2019-07-11,12401.01953125,12417.9296875,12307.33984375,12332.1201171875,12332.1201171875,78192200,-0.3336997524618801
2019-07-12,12318.5,12354.8701171875,12304.98046875,12323.3203125,12323.3203125,78381800,-0.07135678702346882
2019-07-15,12346.58984375,12434.1396484375,12301.080078125,12387.33984375,12387.33984375,70764100,0.5194990443043501
2019-07-16,12392.1904296875,12465.1904296875,12366.9697265625,12430.9697265625,12430.9697265625,75136100,0.35221349670577773
2019-07-17,12429.8701171875,12453.330078125,12324.330078125,12341.0302734375,12341.0302734375,72857800,-0.7235111588504428
2019-07-18,12194.330078125,12296.2998046875,12172.58984375,12227.849609375,12227.849609375,73275500,-0.9171087142222367
2019-07-19,12302.6396484375,12340.1103515625,12211.669921875,12260.0703125,12260.0703125,77803200,0.2635026121052153
2019-07-22,12243.580078125,12346.01953125,12236.7001953125,12289.400390625,12289.400390625,58508700,0.23923254416491346
2019-07-23,12384.66015625,12531.16015625,12369.1904296875,12490.740234375,12490.740234375,94402100,1.6383211332555492
2019-07-24,12510.51953125,12550.33984375,12476.5498046875,12522.8896484375,12522.8896484375,93206200,0.257385979207414
2019-07-25,12576.01953125,12599.9296875,12299.099609375,12362.099609375,12362.099609375,115937000,-1.2839691443145673
2019-07-26,12363.8603515625,12428.0498046875,12356.150390625,12419.900390625,12419.900390625,71108800,0.4675644354634301
2019-07-29,12398.2900390625,12473.9697265625,12387.580078125,12417.4697265625,12417.4697265625,64309600,-0.019570721069028796
2019-07-30,12398.240234375,12404.509765625,12115.2802734375,12147.240234375,12147.240234375,114710200,-2.176204155420214
2019-07-31,12149.08984375,12226.490234375,12139.0302734375,12189.0400390625,12189.0400390625,91199000,0.344109475740928
2019-08-01,12134.7099609375,12254.0302734375,12129.330078125,12253.150390625,12253.150390625,87758900,0.5259671914854991
2019-08-02,12033.6796875,12034.91015625,11836.75,11872.4404296875,11872.4404296875,138678400,-3.1070373642747784
2019-08-05,11758.4404296875,11797.51953125,11628.5703125,11658.509765625,11658.509765625,113784300,-1.8019097701897802
2019-08-06,11690.26953125,11748.830078125,11567.9599609375,11567.9599609375,11567.9599609375,86220300,-0.7766842118577255
2019-08-07,11636.33984375,11747.740234375,11559.759765625,11650.150390625,11650.150390625,108829300,0.7105006411246118
2019-08-08,11752.9599609375,11845.41015625,11683.990234375,11845.41015625,11845.41015625,101153300,1.6760278543882734
2019-08-09,11806.8203125,11865.6298828125,11674.1103515625,11693.7998046875,11693.7998046875,107173100,-1.2799079944268987
2019-08-12,11801.0595703125,11836.9697265625,11647.009765625,11679.6796875,11679.6796875,76120900,-0.12074875081955483
2019-08-13,11632.849609375,11835.8798828125,11539.6298828125,11750.1298828125,11750.1298828125,116609400,0.603186022197999
2019-08-14,11758.75,11759.5703125,11459.3701171875,11492.66015625,11492.66015625,106028900,-2.1912074941325854
2019-08-15,11522.4599609375,11530.009765625,11266.48046875,11412.669921875,11412.669921875,116680900,-0.696011482872394
2019-08-16,11460.650390625,11578.83984375,11447.33984375,11562.740234375,11562.740234375,114055600,1.3149448247193662
2019-08-19,11679.7197265625,11759.0,11625.669921875,11715.3701171875,11715.3701171875,78455800,1.3200148037464832
2019-08-20,11711.7802734375,11764.9296875,11618.9296875,11651.1796875,11651.1796875,68833300,-0.5479163615439431
2019-08-21,11673.66015625,11824.66015625,11673.3701171875,11802.849609375,11802.849609375,62803500,1.3017559246615962
2019-08-22,11756.2099609375,11853.1396484375,11715.259765625,11747.0400390625,11747.0400390625,74446100,-0.47284827104947524
2019-08-23,11805.48046875,11823.1201171875,11611.509765625,11611.509765625,11611.509765625,90301100,-1.1537397760356671
2019-08-26,11619.66015625,11696.7802734375,11551.990234375,11658.0400390625,11658.0400390625,54752500,0.40072543860962817
2019-08-27,11638.509765625,11778.6201171875,11616.08984375,11730.01953125,11730.01953125,82363700,0.6174236144868228
2019-08-28,11704.669921875,11717.7900390625,11573.6396484375,11701.01953125,11701.01953125,59962600,-0.24722891486020915
2019-08-29,11686.83984375,11853.91015625,11661.73046875,11838.8798828125,11838.8798828125,72992700,1.178190936219825
2019-08-30,11850.2998046875,11989.4404296875,11845.16015625,11939.2802734375,11939.2802734375,77686500,0.8480565021253383
2019-09-02,11939.990234375,11994.1103515625,11929.91015625,11953.7802734375,11953.7802734375,46207600,0.1214478567209687
2019-09-03,11921.9404296875,11956.6904296875,11869.2802734375,11910.8603515625,11910.8603515625,66704200,-0.3590489442939826
2019-09-04,12043.9599609375,12078.400390625,11999.830078125,12025.0400390625,12025.0400390625,63323800,0.958618304050729
2019-09-05,12117.900390625,12151.3095703125,12084.169921875,12126.7802734375,12126.7802734375,89831600,0.8460698180172699
2019-09-06,12146.0,12205.099609375,12131.2900390625,12191.73046875,12191.73046875,80411000,0.5355930745670978
2019-09-09,12210.8701171875,12245.1103515625,12189.599609375,12226.099609375,12226.099609375,74246100,0.2819053514437231
2019-09-10,12210.8798828125,12292.1396484375,12179.8798828125,12268.7099609375,12268.7099609375,107899800,0.34851958452739584
2019-09-11,12341.83984375,12394.2802734375,12317.6103515625,12359.0703125,12359.0703125,90579200,0.7365106180698744
2019-09-12,12399.400390625,12471.830078125,12311.8095703125,12410.25,12410.25,111214300,0.41410628959879237
2019-09-13,12412.7197265625,12494.25,12408.9296875,12468.5302734375,12468.5302734375,90990500,0.4696140161358553
2019-09-16,12387.6796875,12421.25,12362.98046875,12380.3095703125,12380.3095703125,80505200,-0.7075469296725534
2019-09-17,12370.9599609375,12392.9697265625,12303.509765625,12372.6103515625,12372.6103515625,77784600,-0.06218922641856306
2019-09-18,12361.23046875,12416.0498046875,12354.490234375,12389.6201171875,12389.6201171875,70537600,0.13747919914774975
2019-09-19,12355.919921875,12466.7802734375,12354.830078125,12457.7001953125,12457.7001953125,81542000,0.5494928616136985
2019-09-20,12462.5703125,12490.83984375,12418.5,12468.009765625,12468.009765625,192994000,0.08275660957373088
2019-09-23,12432.2998046875,12441.01953125,12264.1396484375,12342.330078125,12342.330078125,80383600,-1.0080172366122575
2019-09-24,12368.9599609375,12375.3095703125,12307.150390625,12307.150390625,12307.150390625,60350800,-0.2850327877906178
2019-09-25,12250.080078125,12261.0595703125,12141.8203125,12234.1796875,12234.1796875,72631600,-0.5929130693047013
2019-09-26,12227.76953125,12313.150390625,12223.2900390625,12288.5400390625,12288.5400390625,78923300,0.4443318060633139
2019-09-27,12327.7900390625,12404.4697265625,12324.7099609375,12380.9404296875,12380.9404296875,66140900,0.7519232580215363
2019-09-30,12367.8095703125,12441.0302734375,12346.9404296875,12428.080078125,12428.080078125,70129900,0.3807436818326515
2019-10-01,12469.669921875,12497.2802734375,12263.830078125,12263.830078125,12263.830078125,78839200,-1.321603972355323
2019-10-02,12221.740234375,12226.8603515625,11925.25,11925.25,11925.25,95636000,-2.760802098268844
2019-10-04,11958.3095703125,12012.91015625,11878.98046875,12012.8095703125,12012.8095703125,88134300,0.7342367691453022
2019-10-07,12008.76953125,12105.08984375,11969.3203125,12097.4296875,12097.4296875,65614000,0.704415704687622
2019-10-08,12097.8896484375,12097.9404296875,11933.01953125,11970.2001953125,11970.2001953125,80877600,-1.051706812720421
2019-10-09,11973.8203125,12165.5302734375,11953.1201171875,12094.259765625,12094.259765625,68812700,1.036403471021985
2019-10-10,12082.8896484375,12202.7099609375,12029.4599609375,12164.2001953125,12164.2001953125,88437900,0.5782944226672582
2019-10-11,12248.8798828125,12511.650390625,12240.9404296875,12511.650390625,12511.650390625,100870000,2.8563340765008993
2019-10-14,12468.7802734375,12495.240234375,12387.9501953125,12486.5595703125,12486.5595703125,59086900,-0.2005396532762771
2019-10-15,12565.6796875,12682.400390625,12511.900390625,12629.7900390625,12629.7900390625,94185500,1.1470771267574564
2019-10-16,12644.1796875,12698.3701171875,12603.830078125,12670.1103515625,12670.1103515625,99475900,0.31924768642466184
2019-10-17,12655.3203125,12814.490234375,12647.8603515625,12654.9501953125,12654.9501953125,99302200,-0.11965291405793277
2019-10-18,12637.009765625,12700.3798828125,12603.169921875,12633.599609375,12633.599609375,88676100,-0.1687133146158759
2019-10-21,12661.9296875,12787.349609375,12646.2802734375,12747.9599609375,12747.9599609375,80978200,0.905207977919753
2019-10-22,12757.73046875,12791.3095703125,12730.7001953125,12754.6904296875,12754.6904296875,79430700,0.05279643778788312
2019-10-23,12702.919921875,12819.2197265625,12699.849609375,12798.1904296875,12798.1904296875,76218700,0.34105100582253467
2019-10-24,12860.6298828125,12914.240234375,12820.669921875,12872.099609375,12872.099609375,84318900,0.5774971086229153
2019-10-25,12886.419921875,12895.849609375,12834.0,12894.509765625,12894.509765625,59800700,0.1740986857627913
2019-10-28,12897.400390625,12986.490234375,12892.83984375,12941.7099609375,12941.7099609375,69024100,0.3660487771185217
2019-10-29,12946.33984375,12951.8798828125,12897.33984375,12939.6201171875,12939.6201171875,76948300,-0.016148126919146577
2019-10-30,12929.419921875,12944.259765625,12830.330078125,12910.23046875,12910.23046875,100397400,-0.22712914422010622
2019-10-31,12937.58984375,12953.33984375,12795.08984375,12866.7900390625,12866.7900390625,100660900,-0.33648066773595
2019-11-01,12912.08984375,12992.0703125,12896.7197265625,12961.0498046875,12961.0498046875,65905400,0.7325818276262774
