Date,HSI_OPEN,HSI_HIGH,HSI_LOW,HSI_CLOSE,HSI_ADJ_CLOSE,HSI_VOLUME,HSI_DAILY_RETURNS
2018-02-09,29679.2109375,29679.2109375,29129.259765625,29507.419921875,29507.419921875,5171294500,-3.099541082864854
2018-02-12,29713.080078125,29801.51953125,29459.630859375,29459.630859375,29459.630859375,2815461600,-0.1619560863895475
2018-02-13,29850.150390625,30169.0,29783.099609375,29839.529296875,29839.529296875,2709197500,1.2895560005943052
2018-02-14,30024.470703125,30637.23046875,29968.5390625,30515.599609375,30515.599609375,2408651200,2.265686920774601
2018-02-15,30958.7109375,31145.099609375,30816.650390625,31115.4296875,31115.4296875,2070618100,1.9656506370621107
2018-02-20,31165.2890625,31339.689453125,30720.48046875,30873.630859375,30873.630859375,2033432100,-0.7771026482791488
2018-02-21,31050.51953125,31477.849609375,30885.94921875,31431.890625,31431.890625,1933845300,1.808208979914916
2018-02-22,31084.44921875,31195.26953125,30930.099609375,30965.6796875,30965.6796875,2391326700,-1.483241791154588
2018-02-23,31289.080078125,31386.810546875,31149.3203125,31267.169921875,31267.169921875,1667179100,0.9736270523288404
2018-02-26,31528.2890625,31567.4609375,31273.94921875,31498.599609375,31498.599609375,2025591300,0.7401683237666212
2018-02-27,31790.849609375,31798.98046875,31141.51953125,31268.66015625,31268.66015625,2579124300,-0.729998971308432
2018-02-28,31037.41015625,31061.759765625,30703.900390625,30844.720703125,30844.720703125,2407877200,-1.3557966699134782
2018-03-01,30476.990234375,31081.6796875,30453.8203125,31044.25,31044.25,2116269800,0.6468831369732087
2018-03-02,30611.099609375,30670.939453125,30477.94921875,30583.44921875,30583.44921875,2955637100,-1.484335364036815
2018-03-05,30524.259765625,30679.470703125,29852.419921875,29886.390625,29886.390625,2279546200,-2.2792020244814304
2018-03-06,30380.9609375,30620.060546875,30129.80078125,30510.73046875,30510.73046875,2270403000,2.089043978524918
2018-03-07,30323.76953125,30673.080078125,30117.400390625,30196.919921875,30196.919921875,2135337500,-1.0285251845950194
2018-03-08,30523.6796875,30724.029296875,30428.609375,30654.51953125,30654.51953125,1529390000,1.5153850477429343
2018-03-09,30858.26953125,30996.2109375,30840.80078125,30996.2109375,30996.2109375,1470749100,1.1146526237401089
2018-03-12,31536.30078125,31607.580078125,31342.48046875,31594.330078125,31594.330078125,2173275800,1.9296524398773496
2018-03-13,31570.19921875,31709.990234375,31461.470703125,31601.44921875,31601.44921875,2111965400,0.02253296907197555
2018-03-14,31321.7890625,31453.48046875,31141.849609375,31435.009765625,31435.009765625,1707584900,-0.5266829757486158
2018-03-15,31181.150390625,31583.380859375,31121.66015625,31541.099609375,31541.099609375,1496758200,0.33748945694940247
2018-03-16,31363.029296875,31564.779296875,31337.44921875,31501.970703125,31501.970703125,2345452800,-0.12405688683843064
2018-03-19,31370.470703125,31656.30078125,31244.619140625,31513.759765625,31513.759765625,1440844700,0.03742325396434154
2018-03-20,31315.419921875,31576.05078125,31183.400390625,31549.9296875,31549.9296875,1746878600,0.11477501302290527
2018-03-21,31811.98046875,31978.140625,31381.5390625,31414.51953125,31414.51953125,2309098300,-0.4291932108604679
2018-03-22,31575.9296875,31686.669921875,31018.439453125,31071.05078125,31071.05078125,2103533300,-1.0933439540857237
2018-03-23,29930.23046875,30320.310546875,29930.23046875,30309.2890625,30309.2890625,3522395400,-2.4516767202790835
2018-03-26,30267.0703125,30548.76953125,29995.16015625,30548.76953125,30548.76953125,2317282800,0.7901223557443826
2018-03-27,30985.75,30985.75,30738.759765625,30790.830078125,30790.830078125,2049855800,0.7923741302489518
2018-03-28,30510.380859375,30637.2109375,30022.529296875,30022.529296875,30022.529296875,2209028300,-2.4952259464931736
2018-03-29,30154.1796875,30252.94921875,29819.630859375,30093.380859375,30093.380859375,2167328200,0.23599464855006413
2018-04-03,29927.880859375,30269.279296875,29755.359375,30180.099609375,30180.099609375,1908642500,0.28816552851018695
2018-04-04,30244.220703125,30329.080078125,29518.689453125,29518.689453125,29518.689453125,1816082600,-2.1915439803404158
2018-04-06,29750.240234375,29980.560546875,29608.330078125,29844.939453125,29844.939453125,1698284100,1.1052319938460675
2018-04-09,30104.3203125,30514.80078125,29909.369140625,30229.580078125,30229.580078125,1841272200,1.2887968012269768
2018-04-10,30205.08984375,30806.859375,30163.08984375,30728.740234375,30728.740234375,2270263700,1.651230863809472
2018-04-11,30761.23046875,31021.119140625,30723.0703125,30897.7109375,30897.7109375,2291863000,0.5498783934395624
2018-04-12,31094.109375,31094.109375,30637.140625,30831.279296875,30831.279296875,1754477200,-0.215005055744677
2018-04-13,31076.759765625,31076.759765625,30707.76953125,30808.380859375,30808.380859375,1406304600,-0.07427015038692364
2018-04-16,30849.720703125,30849.720703125,30190.75,30315.58984375,30315.58984375,1827774700,-1.5995355870025985
2018-04-17,30354.890625,30477.7890625,30012.69921875,30062.75,30062.75,1916884600,-0.8340258099979736
2018-04-18,30469.94921875,30487.169921875,29979.400390625,30284.25,30284.25,2001652800,0.7367922096281898
2018-04-19,30532.94921875,30761.470703125,30451.0,30708.439453125,30708.439453125,2221670500,1.4006932749696555
2018-04-20,30647.939453125,30848.470703125,30355.7890625,30418.330078125,30418.330078125,1661298600,-0.9447219727425016
2018-04-23,30327.029296875,30481.859375,30184.44921875,30254.400390625,30254.400390625,1516737400,-0.5389174457604007
2018-04-24,30353.830078125,30665.099609375,30335.2890625,30636.240234375,30636.240234375,1741299100,1.2620968811807076
2018-04-25,30486.859375,30507.189453125,30244.16015625,30328.150390625,30328.150390625,1674472500,-1.0056385554919056
2018-04-26,30378.150390625,30463.419921875,29871.19921875,30007.6796875,30007.6796875,1765452500,-1.0566773739821067
2018-04-27,30300.830078125,30336.0,30019.119140625,30280.669921875,30280.669921875,1610929100,0.9097345653443334
2018-04-30,30530.400390625,30853.130859375,30483.91015625,30808.44921875,30808.44921875,1923280800,1.7429577953086417
2018-05-02,30782.2109375,30824.76953125,30570.810546875,30723.880859375,30723.880859375,1643135500,-0.274497293825271
2018-05-03,30405.48046875,30432.0703125,30118.650390625,30313.369140625,30313.369140625,1736327100,-1.3361323741259645
2018-05-04,30316.98046875,30341.4609375,29859.30078125,29926.5,29926.5,1754754700,-1.2762327368835091
2018-05-07,30102.060546875,30138.330078125,29791.869140625,29994.259765625,29994.259765625,1441380300,0.22642061592568208
2018-05-08,30123.76953125,30444.220703125,30123.76953125,30402.810546875,30402.810546875,1623605700,1.3620965626170323
2018-05-09,30452.16015625,30568.759765625,30346.619140625,30536.140625,30536.140625,1360669300,0.4385452388338651
2018-05-10,30716.970703125,30851.30078125,30712.9296875,30809.220703125,30809.220703125,1534597300,0.8942848458767916
2018-05-11,31151.80078125,31277.390625,31032.439453125,31122.060546875,31122.060546875,1627487900,1.015409791648092
2018-05-14,31498.359375,31592.560546875,31423.5703125,31541.080078125,31541.080078125,1794416600,1.3463746419324796
2018-05-15,31573.1796875,31573.1796875,31152.029296875,31152.029296875,31152.029296875,1566899600,-1.2334732364470358
2018-05-16,31014.720703125,31218.080078125,30818.779296875,31110.19921875,31110.19921875,1348037300,-0.13427721746909205
2018-05-17,31416.7109375,31416.7109375,30942.150390625,30942.150390625,30942.150390625,1499907300,-0.5401727804549616
2018-05-18,31033.970703125,31148.060546875,30904.6796875,31047.91015625,31047.91015625,1722070700,0.3417983698283722
2018-05-21,31232.7890625,31464.099609375,31232.7890625,31234.349609375,31234.349609375,1599624500,0.6004895407991651
2018-05-23,31191.869140625,31191.869140625,30665.640625,30665.640625,30665.640625,2434017000,-1.8207806196940957
2018-05-24,30718.66015625,30788.970703125,30589.380859375,30760.41015625,30760.41015625,1579074300,0.30904142003391755
2018-05-25,30664.26953125,30736.970703125,30525.740234375,30588.0390625,30588.0390625,1677533500,-0.560366694964165
2018-05-28,30759.83984375,30839.30078125,30530.470703125,30792.259765625,30792.259765625,1736227200,0.6676488895143606
2018-05-29,30647.259765625,30713.3203125,30454.1796875,30484.580078125,30484.580078125,1658628600,-0.999211132414124
2018-05-30,30109.369140625,30241.23046875,29964.33984375,30056.7890625,30056.7890625,2407803400,-1.403302963428299
2018-05-31,30274.1796875,30533.580078125,30148.4296875,30468.560546875,30468.560546875,4110003600,1.369978288495033
2018-06-01,30548.779296875,30581.119140625,30363.490234375,30492.91015625,30492.91015625,2778527900,0.07991716358748402
2018-06-04,30836.76953125,31012.919921875,30743.1796875,30997.98046875,30997.98046875,1836620100,1.656353263469934
2018-06-05,31009.470703125,31188.9296875,30896.109375,31093.44921875,31093.44921875,1722042700,0.30798377364049667
2018-06-06,31162.01953125,31332.419921875,31161.369140625,31259.099609375,31259.099609375,1465410700,0.532750128361803
2018-06-07,31464.630859375,31521.130859375,31369.279296875,31512.630859375,31512.630859375,1937967000,0.8110638283514771
2018-06-08,31435.259765625,31435.259765625,30874.099609375,30958.2109375,30958.2109375,1721286300,-1.7593577773594826
2018-06-11,31016.51953125,31134.029296875,30898.5703125,31063.69921875,31063.69921875,1323340300,0.3407441129688271
2018-06-12,31029.849609375,31242.859375,30944.970703125,31103.060546875,31103.060546875,1378992000,0.12671165738444845
2018-06-13,30990.369140625,31023.73046875,30688.259765625,30725.150390625,30725.150390625,1630943500,-1.215025626434596
2018-06-14,30684.0703125,30777.9609375,30349.9609375,30440.169921875,30440.169921875,2128385000,-0.9275152932594066
2018-06-15,30411.0703125,30519.2890625,30259.109375,30309.490234375,30309.490234375,2336474000,-0.4293001249184525
2018-06-19,29999.009765625,30012.0390625,29332.279296875,29468.150390625,29468.150390625,3563935000,-2.7758297392801667
2018-06-20,29478.4609375,29944.30078125,29406.19921875,29696.169921875,29696.169921875,2235041100,0.7737829766286897
2018-06-21,29764.05078125,29882.26953125,29285.7109375,29296.05078125,29296.05078125,2026711800,-1.3473762497912656
2018-06-22,29215.5390625,29436.83984375,29089.390625,29338.69921875,29338.69921875,2153358900,0.14557742891165848
2018-06-25,29326.119140625,29403.359375,28895.400390625,28961.390625,28961.390625,2300773700,-1.286044043523471
2018-06-26,28881.1796875,29034.23046875,28505.08984375,28881.400390625,28881.400390625,2528392900,-0.2761961102308086
2018-06-27,28957.640625,28988.830078125,28342.8203125,28356.259765625,28356.259765625,2572195600,-1.8182657970091443
2018-06-28,28368.009765625,28567.2890625,28169.099609375,28497.3203125,28497.3203125,2569401700,0.49745822629965186
2018-06-29,28463.849609375,28962.2890625,28463.849609375,28955.109375,28955.109375,2390149600,1.606428455307074
2018-07-03,28617.0,28617.0,27990.44921875,28545.5703125,28545.5703125,3283196100,-1.4143930772148927
2018-07-04,28546.3203125,28642.33984375,28141.279296875,28241.669921875,28241.669921875,2102178600,-1.0646148852451631
2018-07-05,28101.849609375,28320.900390625,27830.75,28182.08984375,28182.08984375,1879594600,-0.21096513871105005
2018-07-06,28254.369140625,28554.2109375,27925.330078125,28315.619140625,28315.619140625,2018289300,0.47380906673468726
2018-07-09,28606.16015625,28821.5390625,28518.51953125,28688.5,28688.5,1877898300,1.3168734101244528
2018-07-10,28900.7109375,28981.9296875,28682.25,28682.25,28682.25,1667619300,-0.021785732959200832
2018-07-11,28013.720703125,28365.720703125,28013.720703125,28311.689453125,28311.689453125,1871183500,-1.291950760051952
2018-07-12,28260.08984375,28614.529296875,28217.310546875,28480.830078125,28480.830078125,1850926800,0.5974232844000449
2018-07-13,28689.1796875,28715.359375,28500.509765625,28525.439453125,28525.439453125,1449784600,0.156629476309611
2018-07-16,28580.9609375,28699.2109375,28327.0,28539.66015625,28539.66015625,1239642900,0.0498527048053754
2018-07-17,28451.5,28460.869140625,28137.94921875,28181.6796875,28181.6796875,1700682900,-1.2543263191997167
2018-07-18,28352.109375,28386.380859375,28045.470703125,28117.419921875,28117.419921875,1507604000,-0.22801964374572492
2018-07-19,28251.16015625,28329.98046875,27998.359375,28010.859375,28010.859375,1495109900,-0.378984085919265
2018-07-20,28054.759765625,28294.740234375,27745.849609375,28224.48046875,28224.48046875,2439680200,0.7626367006099866
2018-07-23,28298.609375,28391.580078125,28091.060546875,28256.119140625,28256.119140625,1893557000,0.1120965606790536
2018-07-24,28282.30078125,28718.0,28282.30078125,28662.5703125,28662.5703125,2416350500,1.4384536314140384
2018-07-25,28906.970703125,28964.7890625,28764.349609375,28920.900390625,28920.900390625,1632380100,0.9012802247268858
2018-07-26,29083.400390625,29083.400390625,28625.080078125,28781.140625,28781.140625,1418097900,-0.483248321239349
2018-07-27,28734.73046875,28816.689453125,28572.7890625,28804.279296875,28804.279296875,1206039800,0.08039525665950453
2018-07-30,28631.05078125,28839.240234375,28539.560546875,28733.130859375,28733.130859375,1231291800,-0.24700648388630286
2018-07-31,28663.140625,28682.310546875,28538.029296875,28583.009765625,28583.009765625,1464571200,-0.5224668849514447
2018-08-01,28756.720703125,28772.80078125,28219.970703125,28340.740234375,28340.740234375,1516068100,-0.8475997917523848
2018-08-02,28159.009765625,28218.279296875,27578.08984375,27714.560546875,27714.560546875,1989173700,-2.209468356583344
2018-08-03,27751.599609375,27786.150390625,27604.560546875,27676.3203125,27676.3203125,1608505200,-0.137978858839638
2018-08-06,27885.509765625,28074.529296875,27730.419921875,27819.560546875,27819.560546875,1445836100,0.5175551979368587
2018-08-07,27889.439453125,28266.6796875,27843.16015625,28248.880859375,28248.880859375,1553852900,1.543231827032665
2018-08-08,28473.48046875,28473.48046875,28224.4609375,28359.140625,28359.140625,1611650400,0.3903155178921258
2018-08-09,28260.5,28728.169921875,28192.810546875,28607.30078125,28607.30078125,1448212200,0.8750623283388048
2018-08-10,28614.73046875,28665.900390625,28296.990234375,28366.619140625,28366.619140625,1284477700,-0.8413294300829266
2018-08-13,27956.779296875,28085.169921875,27823.2109375,27936.5703125,27936.5703125,1484354700,-1.5160383618261664
2018-08-14,27938.3203125,27946.55078125,27522.8203125,27752.9296875,27752.9296875,1490419600,-0.6573484967760446
2018-08-15,27724.720703125,27727.26953125,27249.080078125,27323.58984375,27323.58984375,1913746300,-1.5470072838593918
2018-08-16,26871.109375,27405.25,26871.109375,27100.060546875,27100.060546875,2138210600,-0.8180817314022537
2018-08-17,27388.5703125,27450.83984375,27101.099609375,27213.41015625,27213.41015625,1557764000,0.41826330675143186
2018-08-20,27273.779296875,27609.80078125,27209.220703125,27598.01953125,27598.01953125,1660834700,1.4133082652695972
2018-08-21,27670.5390625,27771.30078125,27526.30078125,27752.7890625,27752.7890625,1699480400,0.5607994119822601
2018-08-22,27836.6796875,27954.51953125,27579.80078125,27927.580078125,27927.580078125,1784465100,0.6298142331978562
2018-08-23,28005.330078125,28051.650390625,27659.2109375,27790.4609375,27790.4609375,1462580600,-0.4909811026999833
2018-08-24,27565.98046875,27830.91015625,27532.060546875,27671.869140625,27671.869140625,1492245200,-0.426735623931207
2018-08-27,28016.66015625,28289.060546875,27956.0390625,28271.26953125,28271.26953125,2133548500,2.1661001198687524
2018-08-28,28530.890625,28579.640625,28234.529296875,28351.619140625,28351.619140625,1651324700,0.28420941368121344
2018-08-29,28362.83984375,28485.830078125,28272.130859375,28416.439453125,28416.439453125,1365810400,0.22863001995931942
2018-08-30,28533.9296875,28533.9296875,28121.400390625,28164.05078125,28164.05078125,1292190100,-0.8881783810084087
2018-08-31,27798.2109375,27962.029296875,27720.3203125,27888.55078125,27888.55078125,1923264400,-0.9781973556993173
2018-09-03,27809.44921875,27822.189453125,27577.0390625,27712.5390625,27712.5390625,1396877700,-0.6311253680070572
2018-09-04,27619.1796875,27984.890625,27563.7890625,27973.33984375,27973.33984375,1102334700,0.9410930577736565
2018-09-05,27789.01953125,27861.990234375,27208.33984375,27243.849609375,27243.849609375,1913637000,-2.6078052833508503
2018-09-06,27069.2109375,27268.390625,26818.8203125,26974.8203125,26974.8203125,2172071800,-0.9874863528185895
2018-09-07,26895.869140625,27196.5703125,26669.580078125,26973.470703125,26973.470703125,2859939000,-0.005003219147947657
2018-09-10,26922.26953125,26926.630859375,26453.2890625,26613.419921875,26613.419921875,2045973800,-1.3348329742686293
2018-09-11,26611.9296875,26690.650390625,26394.869140625,26422.55078125,26422.55078125,1688227600,-0.7171913312355449
2018-09-12,26462.8203125,26468.91015625,26219.560546875,26345.0390625,26345.0390625,2255883500,-0.2933544130228505
2018-09-13,26798.390625,27014.490234375,26648.76953125,27014.490234375,27014.490234375,2336699600,2.5410900712153683
2018-09-14,27229.7890625,27340.01953125,27027.44921875,27286.41015625,27286.41015625,1707220300,1.0065706201221936
2018-09-17,27029.91015625,27037.48046875,26763.2109375,26932.849609375,26932.849609375,1262149500,-1.2957385923996867
2018-09-18,26846.330078125,27156.55078125,26648.990234375,27084.66015625,27084.66015625,1810262900,0.5636631439925877
2018-09-19,27170.01953125,27488.349609375,27085.7890625,27407.369140625,27407.369140625,1874196000,1.1914824941989588
2018-09-20,27605.720703125,27628.189453125,27327.23046875,27477.669921875,27477.669921875,1399791400,0.25650320864178955
2018-09-21,27712.349609375,27965.9609375,27536.26953125,27953.580078125,27953.580078125,2777208200,1.7319887661621847
2018-09-24,27783.849609375,27783.849609375,27425.009765625,27499.390625,27499.390625,1511079800,-1.6247988696103555
2018-09-26,27606.810546875,28031.810546875,27589.369140625,27816.869140625,27816.869140625,2338781100,1.1544929120588465
2018-09-27,27912.509765625,27928.2890625,27638.5390625,27715.669921875,27715.669921875,1440548100,-0.36380520840932906
2018-09-28,27879.060546875,27927.94921875,27672.830078125,27788.51953125,27788.51953125,1636511300,0.2628462872459769
2018-10-02,27716.16015625,27716.16015625,27073.080078125,27126.380859375,27126.380859375,2081279200,-2.3827777911319847
2018-10-03,26840.19921875,27270.16015625,26840.19921875,27091.259765625,27091.259765625,1316749100,-0.12947209556656292
2018-10-04,27029.400390625,27029.400390625,26551.439453125,26623.869140625,26623.869140625,1903259700,-1.7252450755097515
2018-10-05,26503.75,26639.640625,26373.4609375,26572.5703125,26572.5703125,1684117300,-0.19267983873434424
2018-10-08,26717.599609375,26717.599609375,26187.830078125,26202.5703125,26202.5703125,2296488600,-1.3924132880210993
2018-10-09,26194.169921875,26366.599609375,26067.509765625,26172.91015625,26172.91015625,1744919700,-0.11319559835643034
2018-10-10,26281.279296875,26499.83984375,26193.0703125,26193.0703125,26193.0703125,1719141400,0.07702680416372676
2018-10-11,25392.900390625,25437.849609375,25125.220703125,25266.369140625,25266.369140625,3090446400,-3.5379631361228903
2018-10-12,25401.41015625,25835.759765625,25286.859375,25801.490234375,25801.490234375,2099313400,2.1179184502992054
2018-10-15,25683.58984375,25683.58984375,25399.5390625,25445.060546875,25445.060546875,1614888500,-1.3814306238216112
2018-10-16,25586.16015625,25712.130859375,25266.5390625,25462.259765625,25462.259765625,1467251700,0.06759354617495994
2018-10-18,25674.66015625,25674.66015625,25261.720703125,25454.55078125,25454.55078125,1764725000,-0.030276120210692703
2018-10-19,25172.029296875,25743.44921875,25090.30078125,25561.400390625,25561.400390625,2037871700,0.41976623470294516
2018-10-22,25668.330078125,26234.859375,25668.330078125,26153.150390625,26153.150390625,2222812200,2.3150140092364824
2018-10-23,26015.490234375,26015.490234375,25315.759765625,25346.55078125,25346.55078125,1772912000,-3.0841393764329705
2018-10-24,25401.169921875,25653.359375,25194.2890625,25249.779296875,25249.779296875,1962753500,-0.3817935040162812
2018-10-25,24766.720703125,24994.4609375,24653.7890625,24994.4609375,24994.4609375,2288634200,-1.0111706576643176
2018-10-26,25031.490234375,25062.19921875,24589.0390625,24717.630859375,24717.630859375,1688395600,-1.1075657075270695
2018-10-29,24955.7890625,24955.7890625,24594.740234375,24812.0390625,24812.0390625,2000985900,0.3819468122252978
2018-10-30,24765.119140625,24939.1796875,24540.630859375,24585.529296875,24585.529296875,2100387500,-0.9129026641237936
2018-10-31,24752.830078125,24979.689453125,24700.109375,24979.689453125,24979.689453125,2363084500,1.6032201360826503
2018-11-01,25228.75,25535.119140625,25190.900390625,25416.0,25416.0,2176972600,1.7466612132778891
2018-11-02,25980.439453125,26486.349609375,25909.7109375,26486.349609375,26486.349609375,3518978800,4.21132203877479
2018-11-05,26050.33984375,26146.810546875,25747.51953125,25934.390625,25934.390625,1626675400,-2.083937547134207
2018-11-06,26062.240234375,26159.830078125,25826.689453125,26120.9609375,26120.9609375,1562913100,0.719393469458085
2018-11-07,26125.08984375,26530.869140625,25920.720703125,26147.689453125,26147.689453125,1731287400,0.10232592778249838
2018-11-08,26491.26953125,26491.26953125,26141.25,26227.720703125,26227.720703125,1654626400,0.30607388902745836
2018-11-09,25925.08984375,25925.08984375,25475.3203125,25601.919921875,25601.919921875,1839798600,-2.3860280820187207
2018-11-12,25576.279296875,25765.9609375,25505.330078125,25633.1796875,25633.1796875,1171178800,0.12209930239759359
2018-11-13,25092.30078125,25792.869140625,25092.30078125,25792.869140625,25792.869140625,1689989400,0.6229794940456612
2018-11-14,25874.359375,25874.359375,25489.859375,25654.4296875,25654.4296875,1431673200,-0.5367353758522042
2018-11-15,25862.1796875,26127.140625,25611.720703125,26103.33984375,26103.33984375,1534457400,1.7498348695263788
2018-11-16,26041.560546875,26197.310546875,25850.0390625,26183.529296875,26183.529296875,1330024100,0.3071999736623754
2018-11-19,26278.869140625,26397.390625,26146.390625,26372.0,26372.0,1320040400,0.719806336984119
2018-11-20,26043.509765625,26132.2890625,25776.220703125,25840.33984375,25840.33984375,1205800000,-2.0160024125966958
2018-11-21,25496.849609375,25998.279296875,25494.509765625,25971.470703125,25971.470703125,1397423500,0.5074656918907294
2018-11-22,26139.390625,26139.390625,25873.380859375,26019.41015625,26019.41015625,1010983600,0.18458505362668465
2018-11-23,25950.0703125,25983.25,25807.259765625,25927.6796875,25927.6796875,877061500,-0.3525463036984533
2018-11-26,26099.349609375,26413.759765625,26031.900390625,26376.1796875,26376.1796875,1611982200,1.729811558171268
2018-11-27,26345.369140625,26417.83984375,26158.970703125,26331.9609375,26331.9609375,1394358800,-0.1676465300278318
2018-11-28,26406.6796875,26705.30078125,26332.66015625,26682.560546875,26682.560546875,1415273800,1.3314603124589208
2018-11-29,26904.2109375,26923.330078125,26399.810546875,26451.029296875,26451.029296875,1469593600,-0.8677250056015162
2018-11-30,26506.08984375,26683.25,26396.619140625,26506.75,26506.75,2000815900,0.21065608638368705
2018-12-03,27185.66015625,27259.4296875,27006.830078125,27182.0390625,27182.0390625,2549703200,2.547611693247953
2018-12-04,27119.189453125,27260.439453125,26984.7109375,27260.439453125,27260.439453125,1880483300,0.28842718695507585
2018-12-05,26745.689453125,26914.869140625,26745.689453125,26819.6796875,26819.6796875,1330919400,-1.6168476167924495
